pw0	pw1	weight	features
Amino sugar and nucleotide sugar metabolism PAO1	Histidine metabolism PAO1	1	156.0
Aminobenzoate degradation PAO1	beta-Lactam resistance PAO1	1	37.0
Benzoate degradation PAO1	Pentose phosphate pathway PAO1	1	44.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	41.0
Dipeptide transport system	Methane metabolism PAO1	1	268.0
Fatty acid metabolism PAO1	Nitrogen metabolism PAO1	1	79.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type III secretion system	1	197.0
Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Ribosome, bacteria	1	144.0
Synthesis and degradation of ketone bodies PAO1	Type VI secretion system	1	33.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	252.0
Dipeptide transport system	Valine, leucine and isoleucine degradation PAO1	1	294.0
Quorum sensing PAO1	Synthesis and degradation of ketone bodies PAO1	1	33.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	beta-Lactam resistance PAO1	1	37.0
Bacterial chemotaxis PAO1	Benzoate degradation PAO1	1	156.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Flagellar assembly PAO1	1	167.0
Arginine biosynthesis PAO1	Phenazine biosynthesis PAO1	1	203.0
Denitrification, nitrate => nitrogen	Flagellar assembly PAO1	1	125.0
Glyoxylate and dicarboxylate metabolism PAO1	Tyrosine metabolism PAO1	1	254.0
Arginine biosynthesis PAO1	Type VI secretion system	1	283.0
Arginine biosynthesis PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	29.0
Nitrogen metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	110.0
Cytochrome c oxidase, cbb3-type	Tyrosine metabolism PAO1	1	75.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome PAO1	1	23.0
Porphyrin and chlorophyll metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	184.0
Glycine, serine and threonine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	189.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Styrene degradation PAO1	1	169.0
Sulfur metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	291.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Pentose phosphate pathway PAO1	1	82.0
Benzoate degradation PAO1	Histidine metabolism PAO1	1	156.0
Denitrification, nitrate => nitrogen	Starch and sucrose metabolism PAO1	1	169.0
Degradation of aromatic compounds PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	210.0
Cyanoamino acid metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	34.0
Peptidoglycan biosynthesis PAO1	Ribosome, bacteria	1	31.0
Degradation of aromatic compounds PAO1	beta-Alanine metabolism PAO1	1	166.0
Fatty acid biosynthesis PAO1	Fatty acid metabolism PAO1	1	79.0
Arginine biosynthesis PAO1	Type III secretion system	1	211.0
Nitrogen metabolism PAO1	Phenazine biosynthesis PAO1	1	75.0
Oxidative phosphorylation PAO1	Pyrimidine metabolism PAO1	1	50.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Type VI secretion system	1	250.0
Arginine and proline metabolism PAO1	Methane metabolism PAO1	1	153.0
Aminobenzoate degradation PAO1	Type VI secretion system	1	37.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Macrolide resistance, MacAB-TolC transporter	1	76.0
Citrate cycle (TCA cycle, Krebs cycle)	Methane metabolism PAO1	1	23.0
Phenazine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	105.0
Glycerophospholipid metabolism PAO1	Methane metabolism PAO1	1	290.0
Degradation of aromatic compounds PAO1	Styrene degradation PAO1	1	166.0
Polyketide sugar unit biosynthesis PAO1	Type VI secretion system	1	78.0
Glyoxylate and dicarboxylate metabolism PAO1	Phenazine biosynthesis PAO1	1	73.0
Nitrogen metabolism PAO1	Tyrosine metabolism PAO1	1	75.0
Arginine biosynthesis PAO1	Citrate cycle (TCA cycle) PAO1	1	251.0
Benzoate degradation PAO1	Flagellar assembly PAO1	1	156.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Dipeptide transport system	1	90.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Histidine metabolism PAO1	1	269.0
Methane metabolism PAO1	Ribosome, bacteria	1	23.0
Flagellar assembly PAO1	Glycine, serine and threonine metabolism PAO1	1	196.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	1	250.0
Citrate cycle (TCA cycle) PAO1	Citrate cycle (TCA cycle, Krebs cycle)	1	23.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phenylalanine metabolism PAO1	1	37.0
Nitrogen metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	226.0
Glycolysis / Gluconeogenesis PAO1	Type VI secretion system	1	240.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	1	268.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type III secretion system	1	90.0
Benzoate degradation PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	240.0
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome, bacteria	1	23.0
Amino sugar and nucleotide sugar metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	156.0
Chloroalkane and chloroalkene degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	298.0
Phenazine biosynthesis PAO1	Sulfur metabolism PAO1	1	255.0
Pentose phosphate pathway PAO1	Tyrosine metabolism PAO1	1	68.0
Quorum sensing PAO1	Styrene degradation PAO1	1	169.0
Synthesis and degradation of ketone bodies PAO1	Tyrosine metabolism PAO1	1	33.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phospholipid transport system	1	42.0
Phenazine biosynthesis PAO1	Styrene degradation PAO1	1	51.0
Glycine, serine and threonine metabolism PAO1	Zinc transport system	1	80.0
Starch and sucrose metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	222.0
Styrene degradation PAO1	Tyrosine metabolism PAO1	1	280.0
