pw0	pw1	weight	features
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glycine, serine and threonine metabolism PAO1	1	53.0
Biotin metabolism PAO1	Type VI secretion system	1	45.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Citrate cycle (TCA cycle, Krebs cycle)	1	144.0
Aminobenzoate degradation PAO1	Fluorobenzoate degradation PAO1	1	172.0
Vanadium resistance, efflux pump MexGHI-OpmD	Zinc transport system	1	186.0
Denitrification, nitrate => nitrogen	Phenylalanine metabolism PAO1	1	67.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Ribosome, bacteria	1	204.0
Oxidative phosphorylation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	3.0
Histidine degradation, histidine => N-formiminoglutamate => glutamate	Quorum sensing PAO1	1	247.0
Ribosome, bacteria	Valine, leucine and isoleucine degradation PAO1	1	216.0
Nitrogen metabolism PAO1	Phenazine biosynthesis PAO1	1	55.0
Glycerolipid metabolism PAO1	Pentose phosphate pathway PAO1	1	253.0
Glycine, serine and threonine metabolism PAO1	Nitrogen metabolism PAO1	1	149.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Pentose phosphate pathway PAO1	1	19.0
Aminobenzoate degradation PAO1	Arginine biosynthesis PAO1	1	243.0
Aminobenzoate degradation PAO1	Glycine betaine/proline transport system	1	64.0
Butanoate metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	201.0
Flagellar assembly PAO1	Type VI secretion system	1	86.0
Degradation of aromatic compounds PAO1	Glycine, serine and threonine metabolism PAO1	1	271.0
Type VI secretion system	Zinc transport system	1	186.0
Aminobenzoate degradation PAO1	Starch and sucrose metabolism PAO1	1	119.0
Sulfur metabolism PAO1	gamma-Hexachlorocyclohexane transport system	1	104.0
Iron complex transport system	Phenazine biosynthesis PAO1	1	144.0
Quorum sensing PAO1	Starch and sucrose metabolism PAO1	1	119.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Pyrimidine metabolism PAO1	1	168.0
Oxidative phosphorylation PAO1	Tyrosine metabolism PAO1	1	165.0
Macrolide resistance, MacAB-TolC transporter	Vanadium resistance, efflux pump MexGHI-OpmD	1	186.0
Glycine, serine and threonine metabolism PAO1	Styrene degradation PAO1	1	30.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Oxidative phosphorylation PAO1	1	3.0
Nitrogen metabolism PAO1	Sulfur metabolism PAO1	1	3.0
Glycine, serine and threonine metabolism PAO1	Type III secretion system	1	129.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Flagellar assembly PAO1	1	4.0
Citrate cycle (TCA cycle) PAO1	RNA degradation PAO1	1	17.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Flagellar assembly PAO1	1	4.0
Arginine and proline metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	283.0
Arginine biosynthesis PAO1	Cyanoamino acid metabolism PAO1	1	191.0
Benzoate degradation PAO1	Glycine betaine/proline transport system	1	30.0
Flagellar assembly PAO1	Glutamate/aspartate transport system	1	250.0
Polyketide sugar unit biosynthesis PAO1	Ribosome, bacteria	1	46.0
Denitrification, nitrate => nitrogen	Sulfur metabolism PAO1	1	221.0
Glycine, serine and threonine metabolism PAO1	Histidine metabolism PAO1	1	16.0
Glycolysis / Gluconeogenesis PAO1	Tryptophan biosynthesis, chorismate => tryptophan	1	294.0
Benzoate degradation PAO1	Butanoate metabolism PAO1	1	87.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glutamate/aspartate transport system	1	278.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	72.0
Aminobenzoate degradation PAO1	Chlorocyclohexane and chlorobenzene degradation PAO1	1	144.0
Fructose and mannose metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	30.0
Macrolide resistance, MacAB-TolC transporter	Valine, leucine and isoleucine degradation PAO1	1	287.0
Aminobenzoate degradation PAO1	Fructose and mannose metabolism PAO1	1	211.0
Benzoate degradation PAO1	Putative polar amino acid transport system	1	28.0
Bacterial secretion system PAO1	Glycerophospholipid metabolism PAO1	1	190.0
Histidine degradation, histidine => N-formiminoglutamate => glutamate	Type III secretion system	1	247.0
Dipeptide transport system	Histidine metabolism PAO1	1	16.0
Benzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	30.0
Bacterial secretion system PAO1	Sulfur metabolism PAO1	1	67.0
Nitrogen metabolism PAO1	Pentose phosphate pathway PAO1	1	200.0
