pw0	pw1	weight	features
Glycine, serine and threonine metabolism PAO1	Type III secretion system	1	287.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pentose phosphate pathway PAO1	1	43.0
Phosphate transport system	Type II general secretion pathway	1	149.0
Methane metabolism PAO1	Type III secretion system	1	288.0
Putative polar amino acid transport system	Valine, leucine and isoleucine degradation PAO1	1	223.0
Fructose and mannose metabolism PAO1	Glycolysis / Gluconeogenesis PAO1	1	219.0
Bacterial secretion system PAO1	Type III secretion system	1	198.0
Glycolysis / Gluconeogenesis PAO1	Nitrogen metabolism PAO1	1	73.0
Denitrification, nitrate => nitrogen	Phosphate transport system	1	234.0
Glycolysis / Gluconeogenesis PAO1	Tyrosine metabolism PAO1	1	147.0
Arginine biosynthesis PAO1	Phenazine biosynthesis PAO1	1	62.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	beta-Alanine metabolism PAO1	1	261.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Oxidative phosphorylation PAO1	1	152.0
Flagellar assembly PAO1	Phosphonate transport system	1	156.0
Glycine, serine and threonine metabolism PAO1	Type VI secretion system	1	246.0
Quorum sensing PAO1	Sulfate-sulfur assimilation	1	147.0
Glycolysis / Gluconeogenesis PAO1	Quorum sensing PAO1	1	147.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Valine, leucine and isoleucine degradation PAO1	1	89.0
Arginine biosynthesis PAO1	Flagellar assembly PAO1	1	158.0
Histidine metabolism PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	127.0
Aminobenzoate degradation PAO1	Glutamate/aspartate transport system	1	84.0
Fructose and mannose metabolism PAO1	Histidine metabolism PAO1	1	67.0
Aminobenzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	96.0
Denitrification, nitrate => nitrogen	Pentose phosphate pathway PAO1	1	242.0
Glycine betaine/proline transport system	Nitrogen metabolism PAO1	1	66.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Ribosome, bacteria	1	69.0
Dipeptide transport system	Tyrosine metabolism PAO1	1	286.0
Nitrogen metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	297.0
Quorum sensing PAO1	Zinc transport system	1	260.0
Propanoate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	89.0
Citrate cycle (TCA cycle) PAO1	Quorum sensing PAO1	1	255.0
Macrolide resistance, MacAB-TolC transporter	Putative polar amino acid transport system	1	2.0
Quorum sensing PAO1	Styrene degradation PAO1	1	203.0
Glyoxylate and dicarboxylate metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	96.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Putative spermidine/putrescine transport system	1	237.0
Glycerophospholipid metabolism PAO1	Phosphonate transport system	1	149.0
Oxidative phosphorylation PAO1	Phenylalanine metabolism PAO1	1	271.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine betaine/proline transport system	1	77.0
Glycolysis / Gluconeogenesis PAO1	Sulfate-sulfur assimilation	1	147.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Fructose and mannose metabolism PAO1	1	21.0
Denitrification, nitrate => nitrogen	Oxidative phosphorylation PAO1	1	76.0
Denitrification, nitrate => nitrogen	Iron(III) transport system	1	119.0
Citrate cycle (TCA cycle, Krebs cycle)	RNA degradation PAO1	1	30.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Degradation of aromatic compounds PAO1	1	201.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Pentose phosphate pathway PAO1	1	242.0
Dipeptide transport system	gamma-Hexachlorocyclohexane transport system	1	89.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Macrolide resistance, MacAB-TolC transporter	1	260.0
