pw0	pw1	weight	features
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type VI secretion system	1	162.0
Glycine, serine and threonine metabolism PAO1	Propanoate metabolism PAO1	1	85.0
Nitrogen metabolism PAO1	Oxidative phosphorylation PAO1	1	244.0
Aminobenzoate degradation PAO1	Putative sorbitol/mannitol transport system	1	218.0
Arginine biosynthesis PAO1	Quorum sensing PAO1	1	222.0
Cytochrome c oxidase, cbb3-type	Quorum sensing PAO1	1	62.0
Arginine biosynthesis PAO1	Methane metabolism PAO1	1	27.0
Fructose and mannose metabolism PAO1	Oxidative phosphorylation PAO1	1	155.0
Glycerolipid metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	245.0
Bacterial secretion system PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	238.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Valine, leucine and isoleucine degradation PAO1	1	160.0
Type III secretion system	Valine, leucine and isoleucine degradation PAO1	1	191.0
Spermidine/putrescine transport system	Valine, leucine and isoleucine degradation PAO1	1	184.0
Benzoate degradation PAO1	Styrene degradation PAO1	1	188.0
Pyruvate metabolism PAO1	Tyrosine metabolism PAO1	1	74.0
Styrene degradation PAO1	Zinc transport system	1	231.0
Glyoxylate and dicarboxylate metabolism PAO1	Nitrogen metabolism PAO1	1	292.0
Denitrification, nitrate => nitrogen	Ribosome, bacteria	1	129.0
Fructose and mannose metabolism PAO1	Methane metabolism PAO1	1	155.0
Quorum sensing PAO1	Sulfur metabolism PAO1	1	144.0
Propanoate metabolism PAO1	Pyrimidine metabolism PAO1	1	102.0
Flagellar assembly PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	153.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Dipeptide transport system	1	160.0
Styrene degradation PAO1	Sulfur metabolism PAO1	1	144.0
Aminobenzoate degradation PAO1	Flagellar assembly PAO1	1	201.0
Propanoate metabolism PAO1	Pyruvate metabolism PAO1	1	194.0
NitT/TauT family transport system	Spermidine/putrescine transport system	1	142.0
Glycine, serine and threonine metabolism PAO1	Macrolide resistance, MacAB-TolC transporter	1	143.0
Bacterial secretion system PAO1	Oxidative phosphorylation PAO1	1	182.0
Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Type III secretion system	1	73.0
Citrate cycle (TCA cycle) PAO1	Fatty acid biosynthesis, elongation	1	176.0
Glycolysis / Gluconeogenesis PAO1	Ribosome PAO1	1	114.0
Glyoxylate and dicarboxylate metabolism PAO1	Phenylalanine metabolism PAO1	1	292.0
Chlorocyclohexane and chlorobenzene degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	142.0
Glyoxylate and dicarboxylate metabolism PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	238.0
Benzoate degradation PAO1	Type III secretion system	1	191.0
Benzoate degradation PAO1	Oxidative phosphorylation PAO1	1	161.0
Aminobenzoate degradation PAO1	Arginine biosynthesis PAO1	1	130.0
Aminobenzoate degradation PAO1	Starch and sucrose metabolism PAO1	1	210.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Selenocompound metabolism PAO1	1	215.0
Pentose phosphate pathway PAO1	Propanoate metabolism PAO1	1	265.0
Iron complex transport system	Tyrosine metabolism PAO1	1	145.0
Phenylalanine metabolism PAO1	Tyrosine metabolism PAO1	1	292.0
Nitrogen metabolism PAO1	Type VI secretion system	1	260.0
Bacterial secretion system PAO1	Phosphonate transport system	1	249.0
RNA degradation PAO1	Ribosome, bacteria	1	133.0
Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Type VI secretion system	1	268.0
Glycine, serine and threonine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	36.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Oxidative phosphorylation PAO1	1	158.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Protein export PAO1	1	254.0
Styrene degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	40.0
Dipeptide transport system	Sulfur metabolism PAO1	1	144.0
Oxidative phosphorylation PAO1	RNA degradation PAO1	1	133.0
Arginine biosynthesis PAO1	Butanoate metabolism PAO1	1	225.0
Flagellar assembly PAO1	Oxidative phosphorylation PAO1	1	117.0
Pentose phosphate pathway PAO1	Peptidoglycan biosynthesis PAO1	1	286.0
Glycine, serine and threonine metabolism PAO1	Pyruvate metabolism PAO1	1	74.0
Oxidative phosphorylation PAO1	Phenazine biosynthesis PAO1	1	178.0
Fatty acid biosynthesis, elongation	Ribosome PAO1	1	176.0
Aminobenzoate degradation PAO1	Type III secretion system	1	191.0
Quorum sensing PAO1	beta-Lactam resistance PAO1	1	122.0
Denitrification, nitrate => nitrogen	Quorum sensing PAO1	1	5.0
Glyoxylate and dicarboxylate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	292.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Propanoate metabolism PAO1	1	102.0
Flagellar assembly PAO1	Type VI secretion system	1	162.0
Type VI secretion system	Valine, leucine and isoleucine degradation PAO1	1	246.0
Tryptophan metabolism PAO1	Type VI secretion system	1	123.0
Aminobenzoate degradation PAO1	Zinc transport system	1	158.0
