pw0	pw1	weight	features
Bacterial chemotaxis PAO1	Quorum sensing PAO1	1	84.0
Glycerolipid metabolism PAO1	Pentose phosphate pathway PAO1	1	107.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Denitrification, nitrate => nitrogen	1	130.0
Glycine, serine and threonine metabolism PAO1	Quorum sensing PAO1	1	88.0
Nitrogen metabolism PAO1	Oxidative phosphorylation PAO1	1	60.0
Aminobenzoate degradation PAO1	Sulfur metabolism PAO1	1	293.0
Aminobenzoate degradation PAO1	Pentose phosphate pathway PAO1	1	190.0
Denitrification, nitrate => nitrogen	Glyoxylate and dicarboxylate metabolism PAO1	1	130.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pentose phosphate pathway PAO1	1	190.0
Oxidative phosphorylation PAO1	Type VI secretion system	1	140.0
Ribosome, bacteria	Valine, leucine and isoleucine biosynthesis PAO1	1	68.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Styrene degradation PAO1	1	187.0
Glycine, serine and threonine metabolism PAO1	Methane metabolism PAO1	1	218.0
Arginine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	14.0
Cytochrome c oxidase, cbb3-type	Phenazine biosynthesis PAO1	1	277.0
Arginine biosynthesis PAO1	Ribosome, bacteria	1	99.0
Glyoxylate and dicarboxylate metabolism PAO1	Tyrosine metabolism PAO1	1	216.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	beta-Alanine metabolism PAO1	1	42.0
Aminobenzoate degradation PAO1	Chloroalkane and chloroalkene degradation PAO1	1	170.0
Glycolysis / Gluconeogenesis PAO1	Tryptophan biosynthesis, chorismate => tryptophan	1	286.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glycine, serine and threonine metabolism PAO1	1	16.0
Cyanoamino acid metabolism PAO1	Flagellar assembly PAO1	1	193.0
Bacterial secretion system PAO1	Type III secretion system	1	17.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Citrate cycle (TCA cycle) PAO1	1	288.0
Valine, leucine and isoleucine degradation PAO1	Zinc transport system	1	209.0
Oxidative phosphorylation PAO1	Phenylalanine metabolism PAO1	1	233.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Tyrosine metabolism PAO1	1	265.0
Oxidative phosphorylation PAO1	Pyruvate metabolism PAO1	1	87.0
Fructose and mannose metabolism PAO1	Quorum sensing PAO1	1	175.0
Multidrug resistance, efflux pump MexPQ-OpmE	Tyrosine metabolism PAO1	1	154.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	gamma-Hexachlorocyclohexane transport system	1	18.0
Dipeptide transport system	Pentose phosphate pathway PAO1	1	190.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	79.0
Citrate cycle (TCA cycle) PAO1	Selenocompound metabolism PAO1	1	3.0
Nitrogen metabolism PAO1	Type III secretion system	1	136.0
Dipeptide transport system	Quorum sensing PAO1	1	216.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Styrene degradation PAO1	1	241.0
Quorum sensing PAO1	Zinc transport system	1	147.0
Flagellar assembly PAO1	Glycerolipid metabolism PAO1	1	110.0
Flagellar assembly PAO1	Glutamate/aspartate transport system	1	194.0
Arginine biosynthesis PAO1	Nitrogen metabolism PAO1	1	162.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glyoxylate and dicarboxylate metabolism PAO1	1	130.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	276.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Flagellar assembly PAO1	1	288.0
Bacterial chemotaxis PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	84.0
Aminobenzoate degradation PAO1	Peptidoglycan biosynthesis PAO1	1	240.0
Fructose and mannose metabolism PAO1	Oxidative phosphorylation PAO1	1	15.0
Histidine metabolism PAO1	Ribosome, bacteria	1	244.0
Type VI secretion system	Zinc transport system	1	21.0
Aminobenzoate degradation PAO1	Methane metabolism PAO1	1	260.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Dipeptide transport system	1	190.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Spermidine/putrescine transport system	1	279.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	61.0
Citrate cycle (TCA cycle) PAO1	Type VI secretion system	1	183.0
Dipeptide transport system	Styrene degradation PAO1	1	187.0
Cytochrome c oxidase, cbb3-type	Valine, leucine and isoleucine degradation PAO1	1	277.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	NADH:quinone oxidoreductase, prokaryotes	1	253.0
Quorum sensing PAO1	Sulfate transport system	1	216.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Macrolide resistance, MacAB-TolC transporter	1	57.0
Nitrogen metabolism PAO1	Phenazine biosynthesis PAO1	1	194.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron(III) transport system	1	94.0
Fructose and mannose metabolism PAO1	Propanoate metabolism PAO1	1	279.0
Cysteine biosynthesis, serine => cysteine	Type VI secretion system	1	85.0
Geraniol degradation PAO1	Putative polar amino acid transport system	1	248.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	293.0
Citrate cycle (TCA cycle) PAO1	Purine metabolism PAO1	1	125.0
Propanoate metabolism PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	279.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Vanadium resistance, efflux pump MexGHI-OpmD	1	79.0
Alanine, aspartate and glutamate metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	172.0
Phenazine biosynthesis PAO1	Styrene degradation PAO1	1	151.0
Cyanoamino acid metabolism PAO1	Sulfur metabolism PAO1	1	269.0
Starch and sucrose metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	98.0
Flagellar assembly PAO1	Valine, leucine and isoleucine degradation PAO1	1	84.0
Cyanoamino acid metabolism PAO1	Cytochrome c oxidase, cbb3-type	1	277.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phospholipid transport system	1	25.0
