pw0	pw1	weight	features
Flagellar assembly PAO1	Glutamate/aspartate transport system	1	0.0
Cyanoamino acid metabolism PAO1	Tyrosine metabolism PAO1	1	116.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Purine metabolism PAO1	1	6.0
Amino sugar and nucleotide sugar metabolism PAO1	Flagellar assembly PAO1	1	36.0
Iron complex transport system	Iron(III) transport system	1	130.0
Oxidative phosphorylation PAO1	Pentose phosphate pathway PAO1	1	164.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron(III) transport system	1	130.0
Cyanoamino acid metabolism PAO1	Oxidative phosphorylation PAO1	1	143.0
Glycine betaine/proline transport system	Histidine metabolism PAO1	1	57.0
Citrate cycle (TCA cycle) PAO1	Tyrosine metabolism PAO1	1	106.0
Cytochrome c oxidase, cbb3-type	Vanadium resistance, efflux pump MexGHI-OpmD	1	115.0
Sulfur metabolism PAO1	Zinc transport system	1	82.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Flagellar assembly PAO1	1	70.0
Glycerolipid metabolism PAO1	Glycolysis / Gluconeogenesis PAO1	1	257.0
Fructose and mannose metabolism PAO1	Quorum sensing PAO1	1	26.0
Nitrogen metabolism PAO1	Phosphate transport system	1	158.0
NitT/TauT family transport system	Putative polar amino acid transport system	1	252.0
Glycine, serine and threonine metabolism PAO1	Tyrosine metabolism PAO1	1	255.0
Citrate cycle (TCA cycle, Krebs cycle)	RNA degradation PAO1	1	68.0
Phosphate transport system	Phosphonate and phosphinate metabolism PAO1	1	131.0
Aminobenzoate degradation PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	257.0
Multidrug resistance, efflux pump MexPQ-OpmE	Quorum sensing PAO1	1	263.0
Sulfur metabolism PAO1	Type VI secretion system	1	225.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Styrene degradation PAO1	1	58.0
Arginine biosynthesis PAO1	Phenazine biosynthesis PAO1	1	141.0
Bacterial chemotaxis PAO1	Glycine, serine and threonine metabolism PAO1	1	256.0
Aminobenzoate degradation PAO1	Glycine betaine/proline transport system	1	19.0
Degradation of aromatic compounds PAO1	Type III secretion system	1	133.0
Arginine biosynthesis PAO1	Ribosome PAO1	1	184.0
Histidine metabolism PAO1	Tyrosine metabolism PAO1	1	159.0
Macrolide resistance, MacAB-TolC transporter	Nitrogen metabolism PAO1	1	159.0
Ribosome, bacteria	beta-Lactam resistance PAO1	1	183.0
Dipeptide transport system	Styrene degradation PAO1	1	188.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Folate biosynthesis PAO1	1	260.0
Denitrification, nitrate => nitrogen	Oxidative phosphorylation PAO1	1	165.0
Degradation of aromatic compounds PAO1	Propanoate metabolism PAO1	1	220.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Fructose and mannose metabolism PAO1	1	59.0
Arginine biosynthesis PAO1	Citrate cycle (TCA cycle, Krebs cycle)	1	184.0
Pyruvate metabolism PAO1	Styrene degradation PAO1	1	224.0
Cyanoamino acid metabolism PAO1	Cytochrome c oxidase, cbb3-type	1	115.0
Flagellar assembly PAO1	Sulfur metabolism PAO1	1	174.0
Histidine metabolism PAO1	Multidrug resistance, efflux pump MexPQ-OpmE	1	57.0
Aminobenzoate degradation PAO1	Phenazine biosynthesis PAO1	1	141.0
Iron complex transport system	Tyrosine metabolism PAO1	1	140.0
Flagellar assembly PAO1	Nitrogen metabolism PAO1	1	174.0
Arginine biosynthesis PAO1	Tyrosine metabolism PAO1	1	64.0
Cytochrome c oxidase, cbb3-type	Type VI secretion system	1	85.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	153.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Valine, leucine and isoleucine degradation PAO1	1	228.0
Dipeptide transport system	Glycine, serine and threonine metabolism PAO1	1	188.0
