pw0	pw1	weight	features
Nitrogen metabolism PAO1	Type III secretion system	1	76.0
Dissimilatory nitrate reduction, nitrate => ammonia	Quorum sensing PAO1	1	124.0
Arginine biosynthesis PAO1	Dissimilatory nitrate reduction, nitrate => ammonia	1	124.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Propanoate metabolism PAO1	1	247.0
Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Sulfur metabolism PAO1	1	277.0
Arginine biosynthesis PAO1	Oxidative phosphorylation PAO1	1	135.0
Peptidoglycan biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	1	277.0
Denitrification, nitrate => nitrogen	Nitrogen metabolism PAO1	1	56.0
Ascorbate and aldarate metabolism PAO1	Degradation of aromatic compounds PAO1	1	77.0
RNA degradation PAO1	Ribosome PAO1	1	114.0
Phosphate transport system	Sulfur metabolism PAO1	1	277.0
Bacterial secretion system PAO1	Tyrosine metabolism PAO1	1	111.0
Aminobenzoate degradation PAO1	Phenylalanine metabolism PAO1	1	59.0
Degradation of aromatic compounds PAO1	Pentose phosphate pathway PAO1	1	75.0
Phenylalanine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	163.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Methane metabolism PAO1	1	40.0
Aminobenzoate degradation PAO1	Geraniol degradation PAO1	1	289.0
Glycolysis / Gluconeogenesis PAO1	RNA degradation PAO1	1	131.0
Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Phosphonate transport system	1	277.0
Arginine biosynthesis PAO1	Phosphonate and phosphinate metabolism PAO1	1	241.0
Phenazine biosynthesis PAO1	Putative polar amino acid transport system	1	23.0
Glycine, serine and threonine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	117.0
Aminoacyl-tRNA biosynthesis PAO1	Citrate cycle (TCA cycle) PAO1	1	131.0
Fructose and mannose metabolism PAO1	Geraniol degradation PAO1	1	82.0
Tyrosine metabolism PAO1	beta-Alanine metabolism PAO1	1	207.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cytochrome c oxidase, cbb3-type	1	165.0
Sulfur metabolism PAO1	gamma-Hexachlorocyclohexane transport system	1	85.0
Pentose phosphate pathway PAO1	Quorum sensing PAO1	1	128.0
Fructose and mannose metabolism PAO1	Tyrosine metabolism PAO1	1	172.0
Pyocyanine biosynthesis, chorismate => pyocyanine	Zinc transport system	1	200.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Starch and sucrose metabolism PAO1	1	152.0
Arginine biosynthesis PAO1	Porphyrin and chlorophyll metabolism PAO1	1	234.0
Catechol ortho-cleavage, catechol => 3-oxoadipate	Zinc transport system	1	274.0
Aminobenzoate degradation PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	246.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Glyoxylate and dicarboxylate metabolism PAO1	1	85.0
D-Methionine transport system	Sulfur metabolism PAO1	1	233.0
Aminoacyl-tRNA biosynthesis PAO1	Oxidative phosphorylation PAO1	1	131.0
Aminobenzoate degradation PAO1	Chlorocyclohexane and chlorobenzene degradation PAO1	1	250.0
Amino sugar and nucleotide sugar metabolism PAO1	Pentose phosphate pathway PAO1	1	70.0
RNA degradation PAO1	Ribosome, bacteria	1	114.0
Denitrification, nitrate => nitrogen	Vanadium resistance, efflux pump MexGHI-OpmD	1	60.0
Quorum sensing PAO1	Styrene degradation PAO1	1	273.0
Degradation of aromatic compounds PAO1	Type III secretion system	1	171.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type III secretion system	1	76.0
Glycerophospholipid metabolism PAO1	Ribosome PAO1	1	87.0
Flagellar assembly PAO1	Glycerolipid metabolism PAO1	1	136.0
Fructose and mannose metabolism PAO1	Phenazine biosynthesis PAO1	1	104.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Phosphate transport system	1	254.0
Bacterial chemotaxis PAO1	Tyrosine metabolism PAO1	1	107.0
Arginine biosynthesis PAO1	Flagellar assembly PAO1	1	10.0
Phosphonate and phosphinate metabolism PAO1	Sulfur metabolism PAO1	1	277.0
Catechol ortho-cleavage, catechol => 3-oxoadipate	Valine, leucine and isoleucine degradation PAO1	1	277.0
Aminoglycoside resistance, protease FtsH	Ribosome PAO1	1	179.0
F-type ATPase, prokaryotes and chloroplasts	RNA degradation PAO1	1	114.0
Quorum sensing PAO1	Valine, leucine and isoleucine degradation PAO1	1	134.0
Oxidative phosphorylation PAO1	RNA degradation PAO1	1	131.0
Vanadium resistance, efflux pump MexGHI-OpmD	beta-Lactam resistance PAO1	1	282.0
Quorum sensing PAO1	Type III secretion system	1	105.0
Nitrogen metabolism PAO1	Propanoate metabolism PAO1	1	259.0
Methane metabolism PAO1	Tyrosine metabolism PAO1	1	36.0
Valine, leucine and isoleucine degradation PAO1	beta-Lactam resistance PAO1	1	203.0
Tyrosine metabolism PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	218.0
Phenylalanine metabolism PAO1	Tyrosine metabolism PAO1	1	61.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron(III) transport system	1	88.0
NADH:quinone oxidoreductase, prokaryotes	Porphyrin and chlorophyll metabolism PAO1	1	160.0
Glycine, serine and threonine metabolism PAO1	Pentose phosphate pathway PAO1	1	75.0
Glycine betaine/proline transport system	Tyrosine metabolism PAO1	1	36.0
Denitrification, nitrate => nitrogen	Glycerolipid metabolism PAO1	1	136.0
Pentose phosphate pathway PAO1	Sulfur metabolism PAO1	1	30.0
Nitrogen metabolism PAO1	Quorum sensing PAO1	1	11.0
Arginine biosynthesis PAO1	Bacterial secretion system PAO1	1	105.0
Cytochrome c oxidase, cbb3-type	Phenazine biosynthesis PAO1	1	243.0
Glycerophospholipid metabolism PAO1	Phosphonate transport system	1	146.0
Methane metabolism PAO1	Propanoate metabolism PAO1	1	192.0
Aminobenzoate degradation PAO1	Oxidative phosphorylation PAO1	1	170.0
Glyoxylate and dicarboxylate metabolism PAO1	Zinc transport system	1	200.0
Glycine, serine and threonine metabolism PAO1	beta-Alanine metabolism PAO1	1	248.0
Glycine betaine/proline transport system	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	40.0
Aminobenzoate degradation PAO1	Zinc transport system	1	274.0
Degradation of aromatic compounds PAO1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	1	171.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Sulfur metabolism PAO1	1	57.0
Amino sugar and nucleotide sugar metabolism PAO1	Tyrosine metabolism PAO1	1	95.0
Glycine, serine and threonine metabolism PAO1	Styrene degradation PAO1	1	248.0
Selenocompound metabolism PAO1	Sulfur metabolism PAO1	1	58.0
Quorum sensing PAO1	Tyrosine metabolism PAO1	1	134.0
Glycolysis / Gluconeogenesis PAO1	Pentose phosphate pathway PAO1	1	128.0
Citrate cycle (TCA cycle) PAO1	RNA degradation PAO1	1	131.0
Glycolysis / Gluconeogenesis PAO1	Quorum sensing PAO1	1	128.0
Glycerophospholipid metabolism PAO1	Ribosome, bacteria	1	87.0
Aminoglycoside resistance, protease FtsH	Ribosome, bacteria	1	179.0
Bacterial secretion system PAO1	Pentose phosphate pathway PAO1	1	271.0
Oxidative phosphorylation PAO1	beta-Alanine metabolism PAO1	1	207.0
Cyanoamino acid metabolism PAO1	Type III secretion system	1	136.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Putative polar amino acid transport system	1	148.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	beta-Lactam resistance PAO1	1	69.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Styrene degradation PAO1	1	262.0
Phosphonate transport system	Type II general secretion pathway	1	146.0
Nitrogen metabolism PAO1	Tyrosine metabolism PAO1	1	250.0
