pw0	pw1	weight	features
Aminoglycoside resistance, protease FtsH	Ribosome, bacteria	1	131.0
Dissimilatory nitrate reduction, nitrate => ammonia	Flagellar assembly PAO1	1	194.0
Nitrogen metabolism PAO1	Type VI secretion system	1	93.0
Aminobenzoate degradation PAO1	Flagellar assembly PAO1	1	200.0
Alanine, aspartate and glutamate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	298.0
Degradation of aromatic compounds PAO1	Glycine betaine/proline transport system	1	58.0
Glycine, serine and threonine metabolism PAO1	Phenylalanine metabolism PAO1	1	111.0
Aminobenzoate degradation PAO1	Tyrosine metabolism PAO1	1	9.0
Aminobenzoate degradation PAO1	Sulfur metabolism PAO1	1	214.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Vanadium resistance, efflux pump MexGHI-OpmD	1	207.0
Degradation of aromatic compounds PAO1	Starch and sucrose metabolism PAO1	1	171.0
Glycolysis / Gluconeogenesis PAO1	Phenazine biosynthesis PAO1	1	283.0
Aminoglycoside resistance, protease FtsH	Ribosome PAO1	1	131.0
Amino sugar and nucleotide sugar metabolism PAO1	Tyrosine metabolism PAO1	1	9.0
Glutamate/aspartate transport system	Nitrogen metabolism PAO1	1	251.0
Citrate cycle (TCA cycle, Krebs cycle)	Oxidative phosphorylation PAO1	1	89.0
Flagellar assembly PAO1	Pentose phosphate pathway PAO1	1	210.0
Pentose phosphate pathway PAO1	Selenocompound metabolism PAO1	1	51.0
Flagellar assembly PAO1	Valine, leucine and isoleucine degradation PAO1	1	30.0
Benzoate degradation PAO1	Styrene degradation PAO1	1	24.0
Phosphate transport system	Type II general secretion pathway	1	48.0
Arginine biosynthesis PAO1	Flagellar assembly PAO1	1	62.0
Vanadium resistance, efflux pump MexGHI-OpmD	beta-Lactam resistance PAO1	1	67.0
Bacterial secretion system PAO1	beta-Lactam resistance PAO1	1	67.0
Benzoate degradation PAO1	Type III secretion system	1	18.0
Chloroalkane and chloroalkene degradation PAO1	Cysteine and methionine metabolism PAO1	1	203.0
Benzoate degradation PAO1	Valine, leucine and isoleucine degradation PAO1	1	123.0
Degradation of aromatic compounds PAO1	Type VI secretion system	1	161.0
Oxidative phosphorylation PAO1	Valine, leucine and isoleucine degradation PAO1	1	226.0
D-Methionine transport system	Putative polar amino acid transport system	1	189.0
Type III secretion system	beta-Lactam resistance PAO1	1	67.0
Styrene degradation PAO1	Valine, leucine and isoleucine degradation PAO1	1	139.0
Fructose and mannose metabolism PAO1	Histidine metabolism PAO1	1	218.0
Dipeptide transport system	Glycine, serine and threonine metabolism PAO1	1	272.0
Aminobenzoate degradation PAO1	Type III secretion system	1	18.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Fructose and mannose metabolism PAO1	1	263.0
NADH:quinone oxidoreductase, prokaryotes	Nitrogen metabolism PAO1	1	182.0
Bacterial secretion system PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	67.0
Glycolysis / Gluconeogenesis PAO1	Type III secretion system	1	68.0
Pentose phosphate pathway PAO1	beta-Alanine metabolism PAO1	1	217.0
Quorum sensing PAO1	Zinc transport system	1	248.0
Fructose and mannose metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	218.0
Citrate cycle (TCA cycle) PAO1	RNA degradation PAO1	1	131.0
Arginine biosynthesis PAO1	Cyanoamino acid metabolism PAO1	1	237.0
Flagellar assembly PAO1	Sulfur metabolism PAO1	1	264.0
Arginine biosynthesis PAO1	Glycerolipid metabolism PAO1	1	179.0
Alanine, aspartate and glutamate metabolism PAO1	Tyrosine metabolism PAO1	1	298.0
Peptidoglycan biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	1	111.0
Aminobenzoate degradation PAO1	NitT/TauT family transport system	1	214.0
Glyoxylate and dicarboxylate metabolism PAO1	Spermidine/putrescine transport system	1	260.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Phenazine biosynthesis PAO1	1	18.0
Glutamate/aspartate transport system	Peptidoglycan biosynthesis PAO1	1	11.0
Oxidative phosphorylation PAO1	Phenazine biosynthesis PAO1	1	223.0
Amino sugar and nucleotide sugar metabolism PAO1	Denitrification, nitrate => nitrogen	1	285.0
Cyanoamino acid metabolism PAO1	Tryptophan metabolism PAO1	1	132.0
F-type ATPase, prokaryotes and chloroplasts	Purine metabolism PAO1	1	29.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Dipeptide transport system	1	161.0
Quorum sensing PAO1	Starch and sucrose metabolism PAO1	1	25.0
Glycerolipid metabolism PAO1	Sulfur relay system PAO1	1	27.0
Benzoate degradation PAO1	Macrolide resistance, MacAB-TolC transporter	1	24.0
Branched-chain amino acid transport system	Valine, leucine and isoleucine degradation PAO1	1	9.0
RNA degradation PAO1	Ribosome, bacteria	1	131.0
Aminobenzoate degradation PAO1	Putative polar amino acid transport system	1	214.0
Oxidative phosphorylation PAO1	RNA degradation PAO1	1	131.0
Alanine, aspartate and glutamate metabolism PAO1	Aminobenzoate degradation PAO1	1	111.0
Denitrification, nitrate => nitrogen	Vanadium resistance, efflux pump MexGHI-OpmD	1	33.0
Bacterial chemotaxis PAO1	Cyanoamino acid metabolism PAO1	1	237.0
Degradation of aromatic compounds PAO1	Sulfur metabolism PAO1	1	246.0
Aminoglycoside resistance, protease FtsH	RNA degradation PAO1	1	131.0
Histidine metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	218.0
Selenocompound metabolism PAO1	Sulfur metabolism PAO1	1	47.0
Glycerolipid metabolism PAO1	Putative polar amino acid transport system	1	27.0
Pentose phosphate pathway PAO1	Type VI secretion system	1	217.0
Cysteine and methionine metabolism PAO1	Fatty acid metabolism PAO1	1	218.0
Tryptophan metabolism PAO1	Type VI secretion system	1	132.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Ribosome, bacteria	1	163.0
Pentose phosphate pathway PAO1	Pyruvate metabolism PAO1	1	30.0
Pyrimidine metabolism PAO1	Sec (secretion) system	1	148.0
Arginine biosynthesis PAO1	Nitrogen metabolism PAO1	1	47.0
Peptidoglycan biosynthesis PAO1	Type VI secretion system	1	11.0
Arginine biosynthesis PAO1	Oxidative phosphorylation PAO1	1	133.0
Cytochrome c oxidase, cbb3-type	Denitrification, nitrate => nitrogen	1	97.0
Glycine, serine and threonine metabolism PAO1	Sulfur metabolism PAO1	1	47.0
Degradation of aromatic compounds PAO1	Methane metabolism PAO1	1	58.0
Cyanoamino acid metabolism PAO1	Starch and sucrose metabolism PAO1	1	202.0
Degradation of aromatic compounds PAO1	Type III secretion system	1	53.0
Phenazine biosynthesis PAO1	beta-Lactam resistance PAO1	1	67.0
Type VI secretion system	beta-Alanine metabolism PAO1	1	217.0
