pw0	pw1	weight	features
Citrate cycle (TCA cycle, Krebs cycle)	Ribosome, bacteria	1	213.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Cyanoamino acid metabolism PAO1	1	250.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phenazine biosynthesis PAO1	1	65.0
Oxidative phosphorylation PAO1	Pentose phosphate pathway PAO1	1	253.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Dipeptide transport system	1	283.0
Aminobenzoate degradation PAO1	Chloroalkane and chloroalkene degradation PAO1	1	170.0
Aminobenzoate degradation PAO1	Starch and sucrose metabolism PAO1	1	253.0
2-Oxocarboxylic acid metabolism PAO1	Putative polar amino acid transport system	1	47.0
Glycine betaine/proline transport system	Glycolysis / Gluconeogenesis PAO1	1	88.0
Ribosome, bacteria	Valine, leucine and isoleucine degradation PAO1	1	277.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Chlorocyclohexane and chlorobenzene degradation PAO1	1	262.0
Glycine, serine and threonine metabolism PAO1	Type III secretion system	1	290.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type VI secretion system	1	129.0
Denitrification, nitrate => nitrogen	Valine, leucine and isoleucine degradation PAO1	1	89.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Type VI secretion system	1	154.0
Nitrogen metabolism PAO1	Type VI secretion system	1	295.0
Benzoate degradation PAO1	Nitrogen metabolism PAO1	1	293.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	293.0
Glycine betaine/proline transport system	Methane metabolism PAO1	1	218.0
Phenazine biosynthesis PAO1	Ribosome, bacteria	1	277.0
Phenazine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	14.0
Fructose and mannose metabolism PAO1	Tyrosine metabolism PAO1	1	15.0
Fructose and mannose metabolism PAO1	Spermidine/putrescine transport system	1	15.0
Arginine biosynthesis PAO1	Bacterial chemotaxis PAO1	1	95.0
Oxidative phosphorylation PAO1	Type VI secretion system	1	140.0
Tetrahydrofolate biosynthesis, GTP => THF	Type II general secretion pathway	1	86.0
Cytochrome c oxidase, cbb3-type	Valine, leucine and isoleucine degradation PAO1	1	277.0
Citrate cycle (TCA cycle) PAO1	RNA degradation PAO1	1	186.0
Oxidative phosphorylation PAO1	Propanoate metabolism PAO1	1	239.0
Denitrification, nitrate => nitrogen	Glyoxylate and dicarboxylate metabolism PAO1	1	130.0
Denitrification, nitrate => nitrogen	Pentose phosphate pathway PAO1	1	212.0
Denitrification, nitrate => nitrogen	Glycine, serine and threonine metabolism PAO1	1	60.0
Fructose and mannose metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	1	142.0
Geraniol degradation PAO1	Sulfur metabolism PAO1	1	248.0
F-type ATPase, prokaryotes and chloroplasts	Ribosome PAO1	1	186.0
Aminobenzoate degradation PAO1	Phenazine biosynthesis PAO1	1	265.0
RNA degradation PAO1	Ribosome, bacteria	1	186.0
Fructose and mannose metabolism PAO1	Type VI secretion system	1	175.0
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Fructose and mannose metabolism PAO1	1	279.0
Fructose and mannose metabolism PAO1	Oxidative phosphorylation PAO1	1	15.0
Cytochrome c oxidase, cbb3-type	Type VI secretion system	1	277.0
Alanine, aspartate and glutamate metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	172.0
Arginine biosynthesis PAO1	Valine, leucine and isoleucine degradation PAO1	1	58.0
Methane metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	260.0
Denitrification, nitrate => nitrogen	beta-Alanine metabolism PAO1	1	212.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Valine, leucine and isoleucine degradation PAO1	1	283.0
Flagellar assembly PAO1	Glycerolipid metabolism PAO1	1	110.0
Bacterial chemotaxis PAO1	Quorum sensing PAO1	1	84.0
Amino sugar and nucleotide sugar metabolism PAO1	Cysteine biosynthesis, serine => cysteine	1	27.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Styrene degradation PAO1	1	214.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Denitrification, nitrate => nitrogen	1	79.0
Geraniol degradation PAO1	Putative polar amino acid transport system	1	248.0
Benzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	175.0
Citrate cycle (TCA cycle) PAO1	Propanoate metabolism PAO1	1	239.0
Glyoxylate and dicarboxylate metabolism PAO1	Nitrogen metabolism PAO1	1	130.0
Degradation of aromatic compounds PAO1	Glycine, serine and threonine metabolism PAO1	1	88.0
Fructose and mannose metabolism PAO1	Phosphonate transport system	1	142.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Cysteine and methionine metabolism PAO1	1	264.0
Oxidative phosphorylation PAO1	Vitamin B6 metabolism PAO1	1	235.0
Arginine biosynthesis PAO1	Pyocyanine biosynthesis, chorismate => pyocyanine	1	14.0
Alanine, aspartate and glutamate metabolism PAO1	Glycerolipid metabolism PAO1	1	172.0
Fructose and mannose metabolism PAO1	Quorum sensing PAO1	1	175.0
Glycine, serine and threonine metabolism PAO1	Methane metabolism PAO1	1	218.0
Ribosome PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	68.0
Oxidative phosphorylation PAO1	Pyruvate metabolism PAO1	1	87.0
Phenazine biosynthesis PAO1	Sulfate-sulfur assimilation	1	286.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Oxidative phosphorylation PAO1	1	58.0
Denitrification, nitrate => nitrogen	Oxidative phosphorylation PAO1	1	60.0
Glycine, serine and threonine metabolism PAO1	Zinc transport system	1	21.0
Propanoate metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	155.0
Citrate cycle (TCA cycle) PAO1	Flagellar assembly PAO1	1	288.0
