pw0	pw1	weight	features
AMB2 NEUTROPHILS	IL4 2PATHWAY	2	47.0 291.0
INTEGRIN1	TOLL ENDOGENOUS	2	3.0 291.0
CXCR3	IL8 CXCR2	2	18.0 47.0
BARD1	ERBB1 DOWNSTREAM	2	29.0 115.0
ENDOTHELIN	NOTCH	2	52.0 136.0
CD8 TCR DOWNSTREAM	CXCR4	2	18.0 47.0
EPHA FWDPATHWAY	FGF	2	89.0 261.0
IL2 1PATHWAY	TAP63	2	51.0 274.0
SMAD2 3NUCLEAR	TGFBR	2	0.0 38.0
ERBB NETWORK	FRA	2	138.0 291.0
ATM	AURORA B	2	19.0 115.0
IL23	INTEGRIN1	2	68.0 291.0
ATM	FOXM1	2	19.0 115.0
ATR	MYC ACTIV	2	29.0 121.0
EPHA FWDPATHWAY	WNT SIGNALING	2	247.0 261.0
NFAT TFPATHWAY	P53 DOWNSTREAM	2	138.0 175.0
ENDOTHELIN	SYNDECAN 1	2	42.0 102.0
ERBB1 DOWNSTREAM	MYC ACTIV	2	29.0 138.0
CXCR3	GMCSF	2	18.0 47.0
INTEGRIN1	TRKR	2	116.0 192.0
AURORA B	BARD1	2	29.0 115.0
INTEGRIN CS	RHOA REG	2	134.0 149.0
CXCR4	SMAD2 3NUCLEAR	2	3.0 6.0
ENDOTHELIN	EPHRINB REV	2	136.0 277.0
BMP	PDGFRB	2	15.0 32.0
HIV NEF	P53 DOWNSTREAM	2	138.0 166.0
INTEGRIN1	THROMBIN PAR1	2	55.0 63.0
AVB3 OPN	INTEGRIN1	2	123.0 265.0
RAC1	UPA UPAR	2	117.0 291.0
INTEGRIN3	P53 DOWNSTREAM	2	99.0 149.0
CD8 TCR DOWNSTREAM	IL12 2PATHWAY	2	18.0 47.0
FGF	SYNDECAN 4	2	97.0 168.0
FRA	TXA2PATHWAY	2	207.0 291.0
REELIN	WNT NONCANONICAL	2	168.0 210.0
FCER1	UPA UPAR	2	117.0 291.0
IL12 STAT4	UPA UPAR	2	99.0 117.0
AVB3 INTEGRIN	INTEGRIN3	2	55.0 146.0
CD8 TCR DOWNSTREAM	IL8 CXCR2	2	18.0 47.0
IL23	INTEGRIN2	2	242.0 291.0
A6B1 A6B4 INTEGRIN	INSULIN	2	116.0 198.0
BETA CATENIN NUC	LYSOPHOSPHOLIPID	2	43.0 97.0
A6B1 A6B4 INTEGRIN	ERBB4	2	104.0 239.0
HES HEY	HNF3B	2	27.0 159.0
FCER1	IL27	2	18.0 47.0
CXCR4	IL27	2	18.0 47.0
CD8 TCR DOWNSTREAM	CXCR3	2	18.0 47.0
AMB2 NEUTROPHILS	IL12 2PATHWAY	2	47.0 117.0
INTEGRIN1	RAC1 REG	2	101.0 136.0
AURORA A	HDAC CLASSI	2	15.0 184.0
EPHA FWDPATHWAY	HNF3A	2	42.0 108.0
ERBB NETWORK	IL4 2PATHWAY	2	108.0 291.0
ERBB NETWORK	SYNDECAN 1	2	42.0 81.0
ERBB4	FGF	2	102.0 274.0
HNF3B	TAP63	2	92.0 104.0
CMYB	CXCR4	2	117.0 270.0
BETA CATENIN NUC	INTEGRIN2	2	97.0 146.0
INTEGRIN3	UPA UPAR	2	99.0 146.0
BETA CATENIN NUC	SYNDECAN 1	2	146.0 261.0
IL4 2PATHWAY	KIT	2	114.0 242.0
IL23	TOLL ENDOGENOUS	2	187.0 291.0
AURORA A	P53 REGULATION	2	15.0 184.0
E2F	ERBB1 DOWNSTREAM	2	29.0 115.0
FGF	HDAC CLASSIII	2	8.0 210.0
IL23	TCR	2	47.0 291.0
BARD1	PLK1	2	29.0 115.0
LYSOPHOSPHOLIPID	RET	2	97.0 157.0
HEDGEHOG 2PATHWAY	SYNDECAN 4	2	97.0 146.0
INTEGRIN2	INTEGRIN3	2	146.0 252.0
RAC1	TCR	2	117.0 291.0
HEDGEHOG 2PATHWAY	TXA2PATHWAY	2	146.0 207.0
CXCR3	CXCR4	2	18.0 47.0
P53 DOWNSTREAM	WNT SIGNALING	2	68.0 166.0
AMB2 NEUTROPHILS	IL8 CXCR2	2	47.0 117.0
CD8 TCR DOWNSTREAM	GMCSF	2	18.0 47.0
A6B1 A6B4 INTEGRIN	REELIN	2	43.0 198.0
FRA	INTEGRIN1	2	207.0 291.0
AURORA A	AURORA B	2	29.0 115.0
ERBB NETWORK	TXA2PATHWAY	2	83.0 291.0
GMCSF	RAC1	2	117.0 291.0
AJDISS 2PATHWAY	TAP63	2	205.0 238.0
FAK	FOXO	2	0.0 32.0
AJDISS 2PATHWAY	WNT SIGNALING	2	71.0 165.0
A6B1 A6B4 INTEGRIN	IL6 7	2	7.0 103.0
INTEGRIN CS	SYNDECAN 1	2	68.0 166.0
CXCR4	ILK	2	53.0 55.0
ERBB4	WNT SIGNALING	2	130.0 247.0
CXCR3	IL4 2PATHWAY	2	18.0 47.0
P53 DOWNSTREAM	SYNDECAN 1	2	68.0 166.0
A6B1 A6B4 INTEGRIN	BETA CATENIN NUC	2	9.0 43.0
HIF1 TFPATHWAY	INTEGRIN A9B1	2	99.0 132.0
A6B1 A6B4 INTEGRIN	HIF1 TFPATHWAY	2	7.0 151.0
INTEGRIN2	SYNDECAN 4	2	97.0 146.0
IL8 CXCR2	TXA2PATHWAY	2	18.0 47.0
RHOA REG	VEGFR1 2	2	27.0 32.0
IL27	IL8 CXCR2	2	18.0 47.0
BMP	RET	2	157.0 207.0
HDAC CLASSI	HIF1 TFPATHWAY	1	178.0
INTEGRIN3	PTP1B	1	99.0
FOXM1	SMAD2 3NUCLEAR	1	15.0
ERBB4	NFAT 3PATHWAY	1	181.0
FAK	P53 REGULATION	1	15.0
BCR 5PATHWAY	PLK1	1	114.0
IL12 STAT4	TOLL ENDOGENOUS	1	117.0
HIV NEF	INTEGRIN1	1	166.0
ERBB NETWORK	SHP2	1	83.0
ATF2	FRA	1	138.0
PLK1	TELOMERASE	1	29.0
BCR 5PATHWAY	CD40	1	114.0
ATM	CXCR4	1	6.0
IL2 STAT5	TXA2PATHWAY	1	201.0
IL12 2PATHWAY	TGFBR	1	206.0
MET	WNT CANONICAL	1	10.0
FAK	TNF	1	1.0
FCER1	HNF3A	1	90.0
ERBB1 DOWNSTREAM	TNF	1	1.0
RAC1 REG	RHOA REG	1	136.0
HNF3B	NECTIN	1	27.0
INTEGRIN1	PTP1B	1	99.0
AURORA B	CD40	1	114.0
TAP63	TCR	1	51.0
CERAMIDE	THROMBIN PAR1	1	51.0
NECTIN	RHOA	1	1.0
CDC42 REG	RB 1PATHWAY	1	250.0
NFAT TFPATHWAY	UPA UPAR	1	288.0
CDC42 REG	RAS	1	2.0
ARF6	CMYB	1	191.0
DNA PK	HDAC CLASSI	1	184.0
CD8 TCR	NFKAPPAB CANONICAL	1	291.0
PDGFRB	VEGFR1	1	32.0
ER NONGENOMIC	HNF3B	1	73.0
NFKAPPAB CANONICAL	TXA2PATHWAY	1	291.0
CD8 TCR	IL2 STAT5	1	201.0
INTEGRIN1	MYC REPRESS	1	99.0
IL12 STAT4	RAC1	1	117.0
P38 ALPHA BETA DOWNSTREAM	RET	1	119.0
INTEGRIN3	RAC1	1	252.0
FCER1	NFKAPPAB CANONICAL	1	291.0
CD8 TCR	ILK	1	295.0
IL23	SYNDECAN 1	1	68.0
CD40	P53 DOWNSTREAM	1	114.0
ECADHERIN STABILIZATION	FRA	1	138.0
AVB3 INTEGRIN	NFAT TFPATHWAY	1	101.0
EPHA FWDPATHWAY	IL4 2PATHWAY	1	108.0
ENDOTHELIN	IL4 2PATHWAY	1	108.0
A6B1 A6B4 INTEGRIN	TRKR	1	116.0
KIT	RHOA	1	114.0
NECTIN	P38 ALPHA BETA DOWNSTREAM	1	91.0
ECADHERIN STABILIZATION	ERBB4	1	181.0
IL4 2PATHWAY	INTEGRIN3	1	252.0
P73PATHWAY	RHOA	1	114.0
FGF	RAS	1	31.0
BMP	VEGFR1	1	32.0
INTEGRIN A9B1	SYNDECAN 1	1	183.0
CD8 TCR	IL23	1	291.0
ATF2	TOLL ENDOGENOUS	1	187.0
CIRCADIAN	NFAT 3PATHWAY	1	138.0
ECADHERIN KERATINOCYTE	ECADHERIN STABILIZATION	1	42.0
INSULIN	KIT	1	198.0
ALPHA SYNUCLEIN	BETA CATENIN NUC	1	177.0
RB 1PATHWAY	VEGFR1 2	1	0.0
AP1	MYC REPRESS	1	99.0
ECADHERIN NASCENT AJ	UPA UPAR	1	38.0
AVB3 INTEGRIN	HEDGEHOG GLI	1	55.0
KIT	PDGFRB	1	114.0
INTEGRIN3	TXA2PATHWAY	1	146.0
CD8 TCR	UPA UPAR	1	291.0
P73PATHWAY	TCR	1	114.0
INTEGRIN CS	NOTCH	1	68.0
ATF2	RHOA REG	1	149.0
ER NONGENOMIC	RXR VDR	1	235.0
CD40	IL23	1	187.0
CERAMIDE	HDAC CLASSI	1	178.0
RET	TXA2PATHWAY	1	207.0
AVB3 INTEGRIN	NOTCH	1	60.0
HEDGEHOG 2PATHWAY	RHOA REG	1	96.0
LIS1	RHOA	1	1.0
HDAC CLASSI	MET	1	10.0
A6B1 A6B4 INTEGRIN	INTEGRIN A9B1	1	183.0
AJDISS 2PATHWAY	BETA CATENIN NUC	1	71.0
AURORA B	TELOMERASE	1	29.0
HEDGEHOG GLI	S1P S1P3	1	55.0
AURORA A	PDGFRB	1	15.0
ERBB NETWORK	RAC1 REG	1	101.0
FOXM1	TELOMERASE	1	29.0
IL12 2PATHWAY	NFAT 3PATHWAY	1	138.0
CD40	TCR	1	114.0
INSULIN	INTEGRIN1	1	116.0
S1P S1P3	THROMBIN PAR1	1	55.0
HDAC CLASSI	NFAT 3PATHWAY	1	184.0
FOXO	NFAT TFPATHWAY	1	138.0
ATM	BARD1	1	115.0
MTOR 4PATHWAY	P75 NTR	1	79.0
ATM	ERBB1 DOWNSTREAM	1	115.0
P53 DOWNSTREAM	RAC1 REG	1	114.0
ARF6	IL4 2PATHWAY	1	191.0
LIS1	P53 DOWNSTREAM	1	1.0
ARF6 TRAFFICKING	AVB3 INTEGRIN	1	132.0
ALK2	FGF	1	89.0
ANGIOPOIETIN RECEPTOR	ER NONGENOMIC	1	235.0
CD8 TCR	INTEGRIN1	1	291.0
BCR 5PATHWAY	CD8 TCR DOWNSTREAM	1	18.0
ERBB4	IL2 1PATHWAY	1	274.0
CXCR3	TOLL ENDOGENOUS	1	18.0
BMP	SHP2	1	207.0
FRA	RET	1	207.0
CXCR4	HEDGEHOG GLI	1	55.0
AR NONGENOMIC	MTOR 4PATHWAY	1	292.0
CIRCADIAN	MYC ACTIV	1	138.0
INTEGRIN2	KIT	1	242.0
A6B1 A6B4 INTEGRIN	VEGFR1 2	1	27.0
ECADHERIN STABILIZATION	FAK	1	1.0
SYNDECAN 1	SYNDECAN 4	1	146.0
GMCSF	IL12 STAT4	1	117.0
IL4 2PATHWAY	INTEGRIN A9B1	1	291.0
CD8 TCR	GMCSF	1	291.0
P73PATHWAY	RAC1 REG	1	114.0
FOXO	TGFBR	1	0.0
SHP2	WNT SIGNALING	1	207.0
INTEGRIN2	LYSOPHOSPHOLIPID	1	97.0
ATM	SMAD2 3NUCLEAR	1	6.0
IL1	IL23	1	291.0
CD8 TCR DOWNSTREAM	INTEGRIN2	1	18.0
ARF 3PATHWAY	FAS	1	79.0
ERBB1 DOWNSTREAM	TELOMERASE	1	29.0
EPHB FWD	SYNDECAN 1	1	96.0
ANGIOPOIETIN RECEPTOR	HNF3A	1	56.0
AURORA B	IL4 2PATHWAY	1	114.0
ANGIOPOIETIN RECEPTOR	CXCR4	1	5.0
BMP	RAC1 REG	1	101.0
FRA	HIV NEF	1	138.0
E2F	PDGFRB	1	114.0
ARF 3PATHWAY	HDAC CLASSI	1	184.0
CXCR4	P53 DOWNSTREAM	1	206.0
AP1	RAC1	1	142.0
ALPHA SYNUCLEIN	ENDOTHELIN	1	177.0
IL4 2PATHWAY	SYNDECAN 1	1	262.0
IL12 2PATHWAY	WNT CANONICAL	1	5.0
AMB2 NEUTROPHILS	INTEGRIN A9B1	1	291.0
BCR 5PATHWAY	RHOA	1	114.0
FRA	GLYPICAN 1PATHWAY	1	207.0
HIV NEF	INTEGRIN CS	1	166.0
E2F	MYC ACTIV	1	29.0
RAC1 REG	TOLL ENDOGENOUS	1	117.0
A6B1 A6B4 INTEGRIN	CD40	1	108.0
ERBB1 DOWNSTREAM	LYSOPHOSPHOLIPID	1	1.0
AVB3 INTEGRIN	FRA	1	207.0
EPHRINB REV	RHOA REG	1	136.0
ARF6	ENDOTHELIN	1	282.0
CONE	LYSOPHOSPHOLIPID	1	157.0
ECADHERIN STABILIZATION	MYC ACTIV	1	138.0
CIRCADIAN	NFAT TFPATHWAY	1	138.0
ERBB NETWORK	GMCSF	1	291.0
ERA GENOMIC	HDAC CLASSIII	1	178.0
CXCR4	TGFBR	1	206.0
IL12 2PATHWAY	MYC ACTIV	1	138.0
CD40	ERBB NETWORK	1	108.0
TCPTP	VEGFR1 2	1	3.0
IL23	RAC1	1	291.0
BETA CATENIN NUC	HIF1 TFPATHWAY	1	177.0
FRA	IL1	1	291.0
HDAC CLASSIII	TOLL ENDOGENOUS	1	51.0
ERBB1 DOWNSTREAM	IL12 2PATHWAY	1	138.0
FCER1	RAC1 REG	1	117.0
KIT	PLK1	1	114.0
ENDOTHELIN	VEGF VEGFR	1	136.0
NOTCH	PLK1	1	158.0
IL23	INTEGRIN CS	1	68.0
HEDGEHOG 2PATHWAY	TAP63	1	26.0
ERBB1 DOWNSTREAM	UPA UPAR	1	191.0
ARF6	INTEGRIN2	1	191.0
CD8 TCR	INTEGRIN A9B1	1	291.0
CXCR4	ENDOTHELIN	1	53.0
EPHB FWD	LYSOPHOSPHOLIPID	1	1.0
HNF3B	THROMBIN PAR1	1	63.0
ECADHERIN STABILIZATION	NFKAPPAB ATYPICAL	1	138.0
AR NONGENOMIC	MAPK TRK	1	292.0
NOTCH	S1P S1P3	1	136.0
ERBB4	HNF3A	1	130.0
LYSOPHOSPHOLIPID	TAP63	1	218.0
NECTIN	TAP63	1	91.0
P73PATHWAY	PDGFRB	1	114.0
FGF	NOTCH	1	60.0
INSULIN GLUCOSE	KIT	1	198.0
HNF3A	INTEGRIN A9B1	1	183.0
ECADHERIN STABILIZATION	HIV NEF	1	138.0
EPHB FWD	MYC ACTIV	1	121.0
AVB3 INTEGRIN	HIF1 TFPATHWAY	1	132.0
AURORA A	LKB1	1	184.0
PDGFRB	RHOA	1	114.0
INSULIN	REELIN	1	198.0
IL1	INTEGRIN1	1	291.0
CXCR4	TCPTP	1	3.0
IL2 1PATHWAY	TCR	1	51.0
E2F	TCR	1	114.0
ERBB NETWORK	FCER1	1	291.0
ERA GENOMIC	REELIN	1	2.0
REELIN	RXR VDR	1	168.0
RHOA REG	TXA2PATHWAY	1	136.0
A6B1 A6B4 INTEGRIN	KIT	1	198.0
ENDOTHELIN	RHOA REG	1	136.0
ERBB1 DOWNSTREAM	FOXO	1	138.0
NFAT 3PATHWAY	P53 REGULATION	1	184.0
IL4 2PATHWAY	NFKAPPAB CANONICAL	1	291.0
IL3	RAC1	1	9.0
BCR 5PATHWAY	INTEGRIN3	1	252.0
IL12 2PATHWAY	RAC1 REG	1	117.0
ILK	RXR VDR	1	168.0
CMYB	RAC1 REG	1	117.0
AVB3 INTEGRIN	ERBB NETWORK	1	101.0
LIS1	NCADHERIN	1	116.0
CXCR4	IL12 STAT4	1	117.0
NOTCH	SHP2	1	136.0
ARF6	RHOA REG	1	149.0
FAK	SYNDECAN 4	1	203.0
ENDOTHELIN	NECTIN	1	247.0
NFKAPPAB ATYPICAL	P53 DOWNSTREAM	1	138.0
FRA	IL4 2PATHWAY	1	291.0
CERAMIDE	CXCR4	1	51.0
CXCR4	RAC1	1	117.0
P38 ALPHA BETA DOWNSTREAM	P53 DOWNSTREAM	1	91.0
MYC ACTIV	PLK1	1	29.0
BMP	SMAD2 3NUCLEAR	1	15.0
IL12 2PATHWAY	VEGFR1 2	1	5.0
INTEGRIN3	SYNDECAN 1	1	146.0
INSULIN	LIS1	1	116.0
CD8 TCR DOWNSTREAM	IL23	1	47.0
CERAMIDE	ECADHERIN STABILIZATION	1	105.0
AMB2 NEUTROPHILS	IL27	1	47.0
HES HEY	VEGFR1 2	1	27.0
SYNDECAN 4	TXA2PATHWAY	1	146.0
NOTCH	VEGF VEGFR	1	136.0
A6B1 A6B4 INTEGRIN	AVB3 OPN	1	123.0
DELTA NP63	P38 ALPHA BETA DOWNSTREAM	1	91.0
INTEGRIN1	TCR	1	291.0
INTEGRIN A9B1	INTEGRIN3	1	99.0
CDC42 REG	TAP63	1	205.0
DELTA NP63	TRKR	1	192.0
CD40	KIT	1	114.0
BCR 5PATHWAY	SYNDECAN 1	1	262.0
A6B1 A6B4 INTEGRIN	ILK	1	101.0
FRA	IL12 2PATHWAY	1	138.0
ERBB NETWORK	INTEGRIN A9B1	1	291.0
GLYPICAN 1PATHWAY	HEDGEHOG 2PATHWAY	1	207.0
EPHRINB REV	FOXM1	1	15.0
DNA PK	NFAT 3PATHWAY	1	184.0
ER NONGENOMIC	LYSOPHOSPHOLIPID	1	235.0
RHOA	TNF	1	1.0
PDGFRB	WNT CANONICAL	1	10.0
RXR VDR	SYNDECAN 4	1	168.0
HNF3B	IL3	1	9.0
BETA CATENIN NUC	P75 NTR	1	261.0
AJDISS 2PATHWAY	AVB3 INTEGRIN	1	71.0
ANGIOPOIETIN RECEPTOR	LYSOPHOSPHOLIPID	1	235.0
AURORA A	TELOMERASE	1	29.0
P53 DOWNSTREAM	PLK1	1	114.0
CD40	IFNG	1	187.0
AVB3 INTEGRIN	EPHB FWD	1	60.0
RHOA REG	WNT SIGNALING	1	96.0
P53 DOWNSTREAM	TGFBR	1	206.0
GMCSF	NFKAPPAB CANONICAL	1	291.0
AURORA B	RHOA	1	114.0
GLYPICAN 1PATHWAY	TXA2PATHWAY	1	207.0
RHOA REG	SHP2	1	136.0
HDAC CLASSI	SMAD2 3NUCLEAR	1	15.0
DELTA NP63	ENDOTHELIN	1	150.0
ARF6	INTEGRIN3	1	149.0
CDC42	SMAD2 3NUCLEAR	1	15.0
TOLL ENDOGENOUS	VEGFR1 2	1	3.0
HIV NEF	MYC ACTIV	1	138.0
TAP63	TOLL ENDOGENOUS	1	51.0
IL12 STAT4	INTEGRIN A9B1	1	99.0
BCR 5PATHWAY	E2F	1	114.0
ECADHERIN NASCENT AJ	TGFBR	1	38.0
BMP	TXA2PATHWAY	1	207.0
IL1	IL4 2PATHWAY	1	291.0
AP1	INTEGRIN2	1	160.0
EPHRINB REV	RB 1PATHWAY	1	15.0
AVB3 INTEGRIN	CASPASE	1	101.0
DNA PK	TCPTP	1	95.0
HDAC CLASSIII	REELIN	1	210.0
INTEGRIN CS	INTEGRIN3	1	149.0
ARF6	INTEGRIN1	1	149.0
HDAC CLASSIII	NECTIN	1	8.0
NFAT TFPATHWAY	RAC1 REG	1	101.0
ANGIOPOIETIN RECEPTOR	RHOA REG	1	32.0
FOXO	HDAC CLASSI	1	14.0
CD40	E2F	1	114.0
AVB3 INTEGRIN	REELIN	1	122.0
NFAT 3PATHWAY	THROMBIN PAR1	1	184.0
KIT	REELIN	1	198.0
IL4 2PATHWAY	RAC1 REG	1	114.0
EPHRINB REV	RET	1	119.0
FAK	TOLL ENDOGENOUS	1	3.0
ARF 3PATHWAY	MTOR 4PATHWAY	1	79.0
IL6 7	THROMBIN PAR1	1	51.0
RAC1 REG	TXA2PATHWAY	1	136.0
SYNDECAN 4	UPA UPAR	1	146.0
ARF6 TRAFFICKING	RAC1	1	252.0
ERBB NETWORK	NFAT 3PATHWAY	1	138.0
A6B1 A6B4 INTEGRIN	INTEGRIN2	1	160.0
ATF2	HNF3A	1	219.0
AJDISS 2PATHWAY	HNF3A	1	237.0
ERBB NETWORK	NFKAPPAB CANONICAL	1	291.0
A6B1 A6B4 INTEGRIN	ARF6	1	149.0
AMB2 NEUTROPHILS	CMYB	1	117.0
HIF1 TFPATHWAY	TGFBR	1	206.0
RHOA	TCR	1	114.0
LIS1	NECTIN	1	1.0
ERBB4	HIF1 TFPATHWAY	1	212.0
GLYPICAN 1PATHWAY	WNT SIGNALING	1	207.0
AJDISS 2PATHWAY	ENDOTHELIN	1	165.0
INTEGRIN1	TCPTP	1	3.0
HIV NEF	IL4 2PATHWAY	1	187.0
EPHB FWD	P53 DOWNSTREAM	1	1.0
MYC REPRESS	P53 DOWNSTREAM	1	99.0
ERBB4	NECTIN	1	247.0
IL12 STAT4	INTEGRIN3	1	99.0
RAC1 REG	UPA UPAR	1	117.0
IL12 2PATHWAY	SMAD2 3NUCLEAR	1	175.0
AMB2 NEUTROPHILS	RAC1 REG	1	117.0
BCR 5PATHWAY	CXCR3	1	18.0
FAK	LYSOPHOSPHOLIPID	1	1.0
GLYPICAN 1PATHWAY	INTEGRIN A9B1	1	132.0
E2F	RHOA	1	114.0
ARF 3PATHWAY	AURORA A	1	184.0
AURORA A	THROMBIN PAR1	1	184.0
SYNDECAN 1	TAP63	1	255.0
FAK	NECTIN	1	1.0
INTEGRIN1	VEGFR1	1	32.0
ALPHA SYNUCLEIN	HIF1 TFPATHWAY	1	177.0
CDC42	HDAC CLASSI	1	15.0
ALPHA SYNUCLEIN	WNT SIGNALING	1	177.0
EPHRINB REV	SHP2	1	136.0
AR TF	SYNDECAN 1	1	225.0
FRA	NFKAPPAB ATYPICAL	1	138.0
IL1	TXA2PATHWAY	1	291.0
AJDISS 2PATHWAY	ERBB4	1	239.0
AMB2 NEUTROPHILS	IL1	1	291.0
NECTIN	SYNDECAN 2	1	27.0
EPHRINB REV	NOTCH	1	136.0
IL23	P53 DOWNSTREAM	1	68.0
AJDISS 2PATHWAY	ERBB NETWORK	1	238.0
FAK	VEGFR1	1	32.0
AURORA A	EPHRINB REV	1	15.0
CD8 TCR DOWNSTREAM	TOLL ENDOGENOUS	1	18.0
AMB2 NEUTROPHILS	NFAT TFPATHWAY	1	47.0
AP1	FRA	1	138.0
NFAT 3PATHWAY	P53 DOWNSTREAM	1	138.0
ERBB1 DOWNSTREAM	IL4 2PATHWAY	1	191.0
IL23	WNT SIGNALING	1	68.0
GLYPICAN 1PATHWAY	HIF1 TFPATHWAY	1	132.0
CERAMIDE	ERA GENOMIC	1	178.0
ERA GENOMIC	RAS	1	2.0
IFNG	IL4 2PATHWAY	1	187.0
INTEGRIN3	S1P S1P3	1	55.0
INTEGRIN2	PLK1	1	234.0
INSULIN GLUCOSE	REELIN	1	198.0
CD8 TCR	FRA	1	291.0
ER NONGENOMIC	INTEGRIN2	1	73.0
AVB3 OPN	GLYPICAN 1PATHWAY	1	265.0
FGF	UPA UPAR	1	223.0
FRA	WNT SIGNALING	1	207.0
IL6 7	TOLL ENDOGENOUS	1	51.0
ERA GENOMIC	INTEGRIN1	1	66.0
AJDISS 2PATHWAY	HEDGEHOG 2PATHWAY	1	71.0
INTEGRIN2	SHP2	1	147.0
HIF1 TFPATHWAY	TXA2PATHWAY	1	83.0
FRA	TCR	1	291.0
AURORA B	TCR	1	114.0
SMAD2 3NUCLEAR	TOLL ENDOGENOUS	1	3.0
AVB3 INTEGRIN	INTEGRIN2	1	146.0
MYC ACTIV	NFAT TFPATHWAY	1	138.0
FANCONI	MYC ACTIV	1	29.0
ERBB NETWORK	FOXO	1	138.0
KIT	P53 DOWNSTREAM	1	114.0
HIV NEF	WNT SIGNALING	1	166.0
AMB2 NEUTROPHILS	ERBB NETWORK	1	291.0
ATF2	FCER1	1	60.0
ALK2	BETA CATENIN NUC	1	89.0
CXCR4	IL23	1	47.0
FOXO	FRA	1	138.0
RHOA REG	SYNDECAN 1	1	96.0
ER NONGENOMIC	HNF3A	1	73.0
FRA	NFKAPPAB CANONICAL	1	291.0
BETA CATENIN NUC	NECTIN	1	43.0
CMYB	IL4 2PATHWAY	1	191.0
HES HEY	NECTIN	1	27.0
HDAC CLASSI	PS1	1	184.0
HEDGEHOG 2PATHWAY	SHP2	1	207.0
IL12 STAT4	RAC1 REG	1	117.0
EPHA FWDPATHWAY	HEDGEHOG 2PATHWAY	1	261.0
BMP	HNF3A	1	284.0
ILK	RAC1 REG	1	101.0
AP1	MET	1	248.0
CMYB	RAC1	1	117.0
BMP	CONE	1	157.0
ALK2	EPHA FWDPATHWAY	1	89.0
AURORA A	SMAD2 3NUCLEAR	1	15.0
IL1	UPA UPAR	1	291.0
ATF2	HDAC CLASSIII	1	219.0
ECADHERIN STABILIZATION	HDAC CLASSIII	1	105.0
CXCR4	WNT CANONICAL	1	5.0
INTEGRIN A9B1	TXA2PATHWAY	1	291.0
CDC42	FOXM1	1	15.0
SYNDECAN 2	VEGFR1 2	1	27.0
BETA CATENIN NUC	TXA2PATHWAY	1	146.0
BARD1	MYC ACTIV	1	29.0
S1P S1P3	VEGF VEGFR	1	136.0
IL1	RAC1	1	291.0
FGF	NECTIN	1	8.0
MYC REPRESS	PTP1B	1	99.0
INTEGRIN1	NFKAPPAB CANONICAL	1	291.0
HDAC CLASSI	THROMBIN PAR1	1	184.0
CXCR4	FGF	1	53.0
ECADHERIN STABILIZATION	RHOA REG	1	105.0
INTEGRIN1	WNT CANONICAL	1	5.0
P38 ALPHA BETA DOWNSTREAM	TAP63	1	91.0
INTEGRIN2	RXR VDR	1	56.0
INTEGRIN3	RHOA REG	1	149.0
INTEGRIN1	NCADHERIN	1	116.0
PDGFRB	TGFBR	1	0.0
HEDGEHOG 2PATHWAY	NCADHERIN	1	157.0
ARF6 TRAFFICKING	GLYPICAN 1PATHWAY	1	132.0
IL6 7	INTEGRIN2	1	161.0
CD40	P73PATHWAY	1	114.0
CMYB	HIF1 TFPATHWAY	1	144.0
AP1	SYNDECAN 1	1	54.0
FRA	SHP2	1	207.0
SYNDECAN 1	TXA2PATHWAY	1	146.0
ANGIOPOIETIN RECEPTOR	IL12 2PATHWAY	1	5.0
ATF2	NFKAPPAB ATYPICAL	1	138.0
FAK	WNT NONCANONICAL	1	15.0
HEDGEHOG 2PATHWAY	ILK	1	207.0
AURORA A	WNT NONCANONICAL	1	15.0
ERBB1 DOWNSTREAM	NECTIN	1	1.0
INTEGRIN1	VEGF VEGFR	1	136.0
RAC1 REG	SHP2	1	136.0
IL12 2PATHWAY	IL12 STAT4	1	117.0
ARF 3PATHWAY	LKB1	1	184.0
HDAC CLASSI	RB 1PATHWAY	1	15.0
CD40	HNF3A	1	108.0
EPHRINB REV	WNT NONCANONICAL	1	15.0
AR TF	BMP	1	225.0
BMP	NFAT TFPATHWAY	1	101.0
GLYPICAN 1PATHWAY	ILK	1	207.0
FRA	ILK	1	207.0
TAP63	THROMBIN PAR1	1	51.0
CXCR4	S1P S1P3	1	55.0
BMP	NCADHERIN	1	157.0
ENDOTHELIN	WNT NONCANONICAL	1	168.0
CXCR4	PDGFRB	1	51.0
A6B1 A6B4 INTEGRIN	IL23	1	68.0
FGF	TXA2PATHWAY	1	207.0
HIF1A	P53 REGULATION	1	276.0
AURORA A	CDC42	1	15.0
ERBB1 DOWNSTREAM	TOLL ENDOGENOUS	1	191.0
CD40	TOLL ENDOGENOUS	1	187.0
LKB1	THROMBIN PAR1	1	184.0
ER NONGENOMIC	HIF1 TFPATHWAY	1	73.0
CONE	RET	1	157.0
BMP	ERBB NETWORK	1	101.0
ECADHERIN STABILIZATION	ENDOTHELIN	1	42.0
FRA	INTEGRIN2	1	291.0
ERBB NETWORK	LYSOPHOSPHOLIPID	1	195.0
FCER1	FGF	1	60.0
FOXM1	HDAC CLASSI	1	15.0
IL6 7	TAP63	1	51.0
ENDOTHELIN	SYNDECAN 4	1	168.0
BMP	HES HEY	1	233.0
INTEGRIN1	RAC1	1	291.0
IL23	NOTCH	1	68.0
EPHRINB REV	PDGFRB	1	15.0
