pw0	pw1	weight	features
2-Oxocarboxylic acid metabolism PAO1	RNA degradation PAO1	2	0.0 31.0
Glutamate/aspartate transport system	Porphyrin and chlorophyll metabolism PAO1	2	288.0 296.0
Lipopolysaccharide biosynthesis PAO1	RNA degradation PAO1	2	63.0 293.0
Benzoate degradation PAO1	Dipeptide transport system	2	190.0 227.0
Glyoxylate and dicarboxylate metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	158.0 295.0
Purine metabolism PAO1	Thiamine metabolism PAO1	2	0.0 15.0
Cyanoamino acid metabolism PAO1	Glycolysis / Gluconeogenesis PAO1	2	158.0 259.0
Bacterial chemotaxis PAO1	Cyanoamino acid metabolism PAO1	2	179.0 241.0
Fatty acid biosynthesis PAO1	Pyrimidine metabolism PAO1	2	1.0 294.0
Dipeptide transport system	Phenylalanine metabolism PAO1	2	149.0 201.0
Alanine, aspartate and glutamate metabolism PAO1	Methane metabolism PAO1	2	252.0 282.0
Degradation of aromatic compounds PAO1	Valine, leucine and isoleucine degradation PAO1	2	128.0 261.0
Folate biosynthesis PAO1	Protein export PAO1	2	1.0 63.0
Fatty acid metabolism PAO1	Type VI secretion system	2	70.0 269.0
Bacterial chemotaxis PAO1	Cytochrome c oxidase, cbb3-type	2	82.0 232.0
Phosphate transport system	Phosphonate transport system	2	28.0 214.0
Flagellar assembly PAO1	Pyrimidine metabolism PAO1	2	5.0 294.0
Folate biosynthesis PAO1	Terpenoid backbone biosynthesis PAO1	2	1.0 63.0
Aminoacyl-tRNA biosynthesis PAO1	Ribosome PAO1	2	0.0 31.0
Arginine biosynthesis PAO1	Degradation of aromatic compounds PAO1	2	24.0 128.0
Hemophore/metalloprotease transport system	Macrolide resistance, MacAB-TolC transporter	2	175.0 225.0
Amino sugar and nucleotide sugar metabolism PAO1	Pentose phosphate pathway PAO1	2	119.0 241.0
Phosphonate and phosphinate metabolism PAO1	Phosphonate transport system	2	28.0 214.0
Protein export PAO1	Purine metabolism PAO1	2	1.0 6.0
Methane metabolism PAO1	Oxidative phosphorylation PAO1	2	31.0 282.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Oxidative phosphorylation PAO1	2	293.0 294.0
Glutamate/aspartate transport system	Sulfur metabolism PAO1	2	177.0 288.0
Glutamate/aspartate transport system	Oxidative phosphorylation PAO1	2	150.0 220.0
Dipeptide transport system	Peptidoglycan biosynthesis PAO1	2	35.0 190.0
Putative polar amino acid transport system	Type VI secretion system	2	173.0 177.0
Propanoate metabolism PAO1	Putative polar amino acid transport system	2	119.0 173.0
Citrate cycle (TCA cycle, Krebs cycle)	Pyrimidine metabolism PAO1	2	8.0 54.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Propanoate metabolism PAO1	2	128.0 153.0
Histidine metabolism PAO1	Type VI secretion system	2	227.0 281.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Bacterial chemotaxis PAO1	2	82.0 294.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Ribosome, bacteria	2	293.0 294.0
Bacterial chemotaxis PAO1	Dipeptide transport system	2	82.0 179.0
Aminobenzoate degradation PAO1	Type II general secretion pathway	2	28.0 158.0
Cyanoamino acid metabolism PAO1	Starch and sucrose metabolism PAO1	2	37.0 170.0
Glycine, serine and threonine metabolism PAO1	Oxidative phosphorylation PAO1	2	105.0 282.0
Cysteine and methionine metabolism PAO1	Purine metabolism PAO1	2	15.0 31.0
Pentose phosphate pathway PAO1	Purine metabolism PAO1	2	15.0 297.0
Cyanoamino acid metabolism PAO1	Propanoate metabolism PAO1	2	158.0 219.0
Arginine biosynthesis PAO1	Glyoxylate and dicarboxylate metabolism PAO1	2	102.0 292.0
Fructose and mannose metabolism PAO1	Tyrosine metabolism PAO1	2	81.0 252.0
Amino sugar and nucleotide sugar metabolism PAO1	Glutamate/aspartate transport system	2	14.0 181.0
Aminobenzoate degradation PAO1	Arginine biosynthesis PAO1	2	128.0 234.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type II general secretion pathway	2	163.0 230.0
Citrate cycle (TCA cycle) PAO1	Quorum sensing PAO1	2	256.0 294.0
Arginine biosynthesis PAO1	Putrescine transport system	2	128.0 255.0
Phosphonate transport system	Quorum sensing PAO1	2	28.0 214.0
Aminobenzoate degradation PAO1	Dipeptide transport system	2	190.0 227.0
Biotin metabolism PAO1	Fatty acid biosynthesis PAO1	2	184.0 251.0
Cytochrome c oxidase, cbb3-type	Tyrosine metabolism PAO1	2	82.0 229.0
Benzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	2	227.0 261.0
Bacterial secretion system PAO1	Phosphate transport system	2	196.0 214.0
Arginine biosynthesis PAO1	Fatty acid metabolism PAO1	2	70.0 292.0
Amino sugar and nucleotide sugar metabolism PAO1	Propanoate metabolism PAO1	2	14.0 119.0
Biotin metabolism PAO1	Pentose phosphate pathway PAO1	2	290.0 299.0
Amino sugar and nucleotide sugar metabolism PAO1	Cyanoamino acid metabolism PAO1	2	241.0 291.0
Cytochrome c oxidase, cbb3-type	Phenazine biosynthesis PAO1	2	149.0 291.0
Aminobenzoate degradation PAO1	Peptidoglycan biosynthesis PAO1	2	190.0 279.0
Citrate cycle (TCA cycle, Krebs cycle)	Oxidative phosphorylation PAO1	2	54.0 150.0
Aminobenzoate degradation PAO1	Butanoate metabolism PAO1	2	158.0 219.0
Quorum sensing PAO1	Tryptophan metabolism PAO1	2	163.0 201.0
Arginine biosynthesis PAO1	Hemophore/metalloprotease transport system	2	105.0 175.0
Putrescine transport system	Valine, leucine and isoleucine degradation PAO1	2	128.0 255.0
D-Methionine transport system	NitT/TauT family transport system	2	182.0 299.0
2-Oxocarboxylic acid metabolism PAO1	Aminoacyl-tRNA biosynthesis PAO1	2	0.0 31.0
Type VI secretion system	Zinc transport system	2	159.0 225.0
Lipopolysaccharide biosynthesis PAO1	Ribosome PAO1	2	6.0 63.0
Folate biosynthesis PAO1	Lipopolysaccharide biosynthesis PAO1	2	1.0 63.0
Dipeptide transport system	Pyruvate metabolism PAO1	2	173.0 179.0
Quorum sensing PAO1	Starch and sucrose metabolism PAO1	2	37.0 170.0
Cytochrome c oxidase, cbb3-type	Glyoxylate and dicarboxylate metabolism PAO1	2	149.0 292.0
Aminobenzoate degradation PAO1	Cyanoamino acid metabolism PAO1	2	158.0 219.0
Oxidative phosphorylation PAO1	Peptidoglycan biosynthesis PAO1	2	5.0 6.0
RNA degradation PAO1	Type VI secretion system	2	5.0 82.0
Peptidoglycan biosynthesis PAO1	Quorum sensing PAO1	2	146.0 258.0
Citrate cycle (TCA cycle) PAO1	Peptidoglycan biosynthesis PAO1	2	5.0 6.0
Methane metabolism PAO1	Type VI secretion system	2	152.0 159.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Ribosome, bacteria	2	21.0 293.0
D-Methionine transport system	Sulfur metabolism PAO1	2	182.0 299.0
Butanoate metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	158.0 219.0
Folate biosynthesis PAO1	Pentose phosphate pathway PAO1	2	161.0 186.0
Aminoacyl-tRNA biosynthesis, prokaryotes	RNA degradation PAO1	2	82.0 293.0
Citrate cycle (TCA cycle) PAO1	Methane metabolism PAO1	2	31.0 53.0
Glycine betaine/proline transport system	Methane metabolism PAO1	2	62.0 159.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Pentose phosphate pathway PAO1	2	84.0 290.0
Cyanoamino acid metabolism PAO1	Type II general secretion pathway	2	158.0 163.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Cationic antimicrobial peptide (CAMP) resistance PAO1	2	84.0 293.0
Aminobenzoate degradation PAO1	Type VI secretion system	2	153.0 227.0
Bacterial chemotaxis PAO1	Valine, leucine and isoleucine degradation PAO1	2	82.0 202.0
Bacterial chemotaxis PAO1	Citrate cycle (TCA cycle) PAO1	2	50.0 294.0
Fatty acid biosynthesis PAO1	Fatty acid metabolism PAO1	2	184.0 251.0
Biotin metabolism PAO1	Iron complex transport system	2	176.0 251.0
Dipeptide transport system	Phenazine biosynthesis PAO1	2	149.0 255.0
Cyanoamino acid metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	2	158.0 163.0
Ribosome, bacteria	gamma-Hexachlorocyclohexane transport system	2	39.0 51.0
Pentose phosphate pathway PAO1	Pyrimidine metabolism PAO1	2	15.0 294.0
Aminobenzoate degradation PAO1	Histidine metabolism PAO1	2	39.0 227.0
Tryptophan metabolism PAO1	Type VI secretion system	2	109.0 201.0
Methane metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	234.0 261.0
Amino sugar and nucleotide sugar metabolism PAO1	Arginine biosynthesis PAO1	2	119.0 291.0
Arginine and proline metabolism PAO1	Cyanoamino acid metabolism PAO1	2	152.0 282.0
Benzoate degradation PAO1	Quorum sensing PAO1	2	256.0 261.0
Degradation of aromatic compounds PAO1	Ribosome, bacteria	2	114.0 130.0
Fatty acid biosynthesis PAO1	Lipopolysaccharide biosynthesis PAO1	2	1.0 293.0
Lipopolysaccharide biosynthesis PAO1	Peptidoglycan biosynthesis PAO1	2	6.0 176.0
Peptidoglycan biosynthesis PAO1	Ribosome PAO1	2	5.0 6.0
Aminobenzoate degradation PAO1	Styrene degradation PAO1	2	39.0 190.0
Phenylalanine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	2	149.0 201.0
Aminoacyl-tRNA biosynthesis PAO1	Citrate cycle (TCA cycle) PAO1	2	0.0 31.0
Aminoacyl-tRNA biosynthesis PAO1	Purine metabolism PAO1	2	0.0 31.0
Pyrimidine metabolism PAO1	Thiamine metabolism PAO1	2	0.0 15.0
Methane metabolism PAO1	Ribosome, bacteria	2	25.0 31.0
Arginine biosynthesis PAO1	Bacterial secretion system PAO1	2	12.0 29.0
Alanine, aspartate and glutamate metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	2	84.0 282.0
One carbon pool by folate PAO1	Purine metabolism PAO1	2	1.0 297.0
Alanine, aspartate and glutamate metabolism PAO1	Cyanoamino acid metabolism PAO1	2	282.0 291.0
Protein export PAO1	Ribosome PAO1	2	6.0 63.0
Cytochrome c oxidase, cbb3-type	Propanoate metabolism PAO1	2	149.0 216.0
Multidrug resistance, efflux pump TriABC-TolC	Peptidoglycan biosynthesis PAO1	2	29.0 279.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Oxidative phosphorylation PAO1	2	105.0 163.0
Propanoate metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	2	158.0 219.0
Oxidative phosphorylation PAO1	Pentose phosphate pathway PAO1	2	241.0 294.0
Dipeptide transport system	Nitrogen metabolism PAO1	2	82.0 201.0
Fatty acid biosynthesis PAO1	RNA degradation PAO1	2	31.0 293.0
Peptidoglycan biosynthesis PAO1	Protein export PAO1	2	6.0 176.0
Glycolysis / Gluconeogenesis PAO1	Peptidoglycan biosynthesis PAO1	2	6.0 41.0
Biotin metabolism PAO1	Fatty acid metabolism PAO1	2	184.0 251.0
Arginine biosynthesis PAO1	Pyruvate metabolism PAO1	2	61.0 179.0
Amino sugar and nucleotide sugar metabolism PAO1	Cytochrome c oxidase, cbb3-type	2	181.0 291.0
Glutamate/aspartate transport system	Pentose phosphate pathway PAO1	2	61.0 224.0
Protein export PAO1	Ribosome, bacteria	2	6.0 63.0
Amino sugar and nucleotide sugar metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	2	53.0 291.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Methane metabolism PAO1	2	261.0 282.0
Glycine, serine and threonine metabolism PAO1	Porphyrin and chlorophyll metabolism PAO1	2	282.0 297.0
Citrate cycle (TCA cycle) PAO1	Pentose phosphate pathway PAO1	2	290.0 294.0
Type II general secretion pathway	Valine, leucine and isoleucine degradation PAO1	2	163.0 230.0
Aminoacyl-tRNA biosynthesis PAO1	RNA degradation PAO1	2	0.0 31.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Tyrosine metabolism PAO1	2	105.0 163.0
Methane metabolism PAO1	Tyrosine metabolism PAO1	2	234.0 252.0
Pentose phosphate pathway PAO1	Putative polar amino acid transport system	2	119.0 299.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Citrate cycle (TCA cycle) PAO1	2	8.0 153.0
Dipeptide transport system	Putrescine transport system	1	255.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Flagellar assembly PAO1	1	50.0
Fatty acid biosynthesis PAO1	Pentose phosphate pathway PAO1	1	294.0
Lysine degradation PAO1	Ribosome, bacteria	1	232.0
Biotin metabolism PAO1	Protein export PAO1	1	176.0
Degradation of aromatic compounds PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	261.0
Oxidative phosphorylation PAO1	Pantothenate and CoA biosynthesis PAO1	1	18.0
2-Oxocarboxylic acid metabolism PAO1	Lipopolysaccharide biosynthesis PAO1	1	6.0
Fructose and mannose metabolism PAO1	Ribosome, bacteria	1	77.0
Flagellar assembly PAO1	RNA degradation PAO1	1	5.0
NitT/TauT family transport system	Type VI secretion system	1	280.0
Aminobenzoate degradation PAO1	Phosphate transport system	1	28.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Urea transport system	1	230.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Riboflavin metabolism PAO1	1	297.0
Citrate cycle (TCA cycle, Krebs cycle)	Purine metabolism PAO1	1	150.0
Bacterial chemotaxis PAO1	gamma-Hexachlorocyclohexane transport system	1	29.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glutamate/aspartate transport system	1	128.0
Bacterial chemotaxis PAO1	RNA degradation PAO1	1	82.0
Macrolide resistance, MacAB-TolC transporter	RNA degradation PAO1	1	8.0
2-Oxocarboxylic acid metabolism PAO1	Flagellar assembly PAO1	1	237.0
Glycolysis / Gluconeogenesis PAO1	RNA degradation PAO1	1	0.0
Nitrogen metabolism PAO1	Tryptophan metabolism PAO1	1	201.0
Cyanoamino acid metabolism PAO1	Tryptophan metabolism PAO1	1	163.0
2-Oxocarboxylic acid metabolism PAO1	Phosphonate and phosphinate metabolism PAO1	1	237.0
Fructose and mannose metabolism PAO1	Glutamate/aspartate transport system	1	252.0
Glycine, serine and threonine metabolism PAO1	Histidine metabolism PAO1	1	227.0
Cyanoamino acid metabolism PAO1	Ribosome, bacteria	1	219.0
Quorum sensing PAO1	Zinc transport system	1	159.0
Amino sugar and nucleotide sugar metabolism PAO1	Flagellar assembly PAO1	1	241.0
Mismatch repair PAO1	Ribosome, bacteria	1	150.0
Methane metabolism PAO1	Zinc transport system	1	159.0
Glutamate/aspartate transport system	Quorum sensing PAO1	1	255.0
Arginine biosynthesis PAO1	Macrolide resistance, MacAB-TolC transporter	1	175.0
Biotin metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	290.0
Mismatch repair PAO1	Ribosome PAO1	1	150.0
Glutamate/aspartate transport system	beta-Lactam resistance PAO1	1	199.0
Cysteine and methionine metabolism PAO1	Oxidative phosphorylation PAO1	1	31.0
Multidrug resistance, efflux pump TriABC-TolC	Quorum sensing PAO1	1	191.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Valine, leucine and isoleucine degradation PAO1	1	82.0
Histidine metabolism PAO1	Quorum sensing PAO1	1	261.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Cyanoamino acid metabolism PAO1	1	291.0
Methane metabolism PAO1	beta-Alanine metabolism PAO1	1	234.0
Citrate cycle (TCA cycle, Krebs cycle)	RNA degradation PAO1	1	8.0
Amino sugar and nucleotide sugar metabolism PAO1	Phenazine biosynthesis PAO1	1	291.0
Glycine, serine and threonine metabolism PAO1	Propanoate metabolism PAO1	1	151.0
Phospholipid transport system	Ribosome PAO1	1	130.0
Benzoate degradation PAO1	Pyrimidine metabolism PAO1	1	256.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Sulfur metabolism PAO1	1	84.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Zinc transport system	1	8.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycine, serine and threonine metabolism PAO1	1	105.0
Cysteine and methionine metabolism PAO1	RNA degradation PAO1	1	31.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Ribosome PAO1	1	8.0
Glycolysis / Gluconeogenesis PAO1	Thiamine metabolism PAO1	1	0.0
Oxidative phosphorylation PAO1	Phenylalanine metabolism PAO1	1	201.0
Citrate cycle (TCA cycle) PAO1	Iron complex transport system	1	8.0
Propanoate metabolism PAO1	Tryptophan metabolism PAO1	1	201.0
Alanine, aspartate and glutamate metabolism PAO1	Phenazine biosynthesis PAO1	1	291.0
Biotin metabolism PAO1	Zinc transport system	1	251.0
Putative polar amino acid transport system	Valine, leucine and isoleucine degradation PAO1	1	173.0
Homologous recombination PAO1	Purine metabolism PAO1	1	260.0
Bacterial secretion system PAO1	Phosphonate transport system	1	214.0
Aminobenzoate degradation PAO1	Starch and sucrose metabolism PAO1	1	190.0
Phospholipid transport system	Putrescine transport system	1	199.0
Flagellar assembly PAO1	Iron(III) transport system	1	191.0
Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	Propanoate metabolism PAO1	1	175.0
Ribosome PAO1	Thiamine metabolism PAO1	1	0.0
Macrolide resistance, MacAB-TolC transporter	Phenylalanine metabolism PAO1	1	225.0
Type VI secretion system	gamma-Hexachlorocyclohexane transport system	1	280.0
Aminoacyl-tRNA biosynthesis, prokaryotes	One carbon pool by folate PAO1	1	297.0
Homologous recombination PAO1	Oxidative phosphorylation PAO1	1	260.0
Flagellar assembly PAO1	Phospholipid transport system	1	130.0
Arginine and proline metabolism PAO1	Oxidative phosphorylation PAO1	1	282.0
Iron complex transport system	Macrolide resistance, MacAB-TolC transporter	1	8.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Purine metabolism PAO1	1	297.0
Folate biosynthesis PAO1	Ribosome PAO1	1	63.0
Protein export PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	176.0
Cytochrome c oxidase, cbb3-type	Ribosome, bacteria	1	232.0
Arginine biosynthesis PAO1	Tryptophan metabolism PAO1	1	292.0
Glutamate/aspartate transport system	Phospholipid transport system	1	199.0
Styrene degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	295.0
Lipopolysaccharide biosynthesis PAO1	Tryptophan metabolism PAO1	1	138.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Iron(III) transport system	1	84.0
One carbon pool by folate PAO1	Protein export PAO1	1	1.0
Glycine betaine/proline transport system	Type VI secretion system	1	159.0
Alanine, aspartate and glutamate metabolism PAO1	Pyruvate metabolism PAO1	1	173.0
Benzoate degradation PAO1	Starch and sucrose metabolism PAO1	1	190.0
Citrate cycle (TCA cycle, Krebs cycle)	Zinc transport system	1	8.0
Pyrimidine metabolism PAO1	Terpenoid backbone biosynthesis PAO1	1	1.0
Lipopolysaccharide biosynthesis PAO1	Phosphate transport system	1	63.0
Fatty acid biosynthesis PAO1	Quorum sensing PAO1	1	294.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Ribosome, bacteria	1	150.0
Iron(III) transport system	Zinc transport system	1	8.0
Phosphate transport system	Protein export PAO1	1	63.0
Histidine metabolism PAO1	Tyrosine metabolism PAO1	1	281.0
Benzoate degradation PAO1	Type VI secretion system	1	227.0
Glycolysis / Gluconeogenesis PAO1	Type VI secretion system	1	259.0
Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Thiamine metabolism PAO1	1	15.0
Flagellar assembly PAO1	beta-Lactam resistance PAO1	1	292.0
Macrolide resistance, MacAB-TolC transporter	Pentose phosphate pathway PAO1	1	175.0
Sulfur metabolism PAO1	gamma-Hexachlorocyclohexane transport system	1	280.0
Nitrogen metabolism PAO1	Phenylalanine metabolism PAO1	1	201.0
Bacterial secretion system PAO1	Citrate cycle (TCA cycle) PAO1	1	117.0
Amino sugar and nucleotide sugar metabolism PAO1	Oxidative phosphorylation PAO1	1	241.0
Cytochrome c oxidase, cbb3-type	RNA degradation PAO1	1	82.0
Spermidine/putrescine transport system	Urea transport system	1	117.0
Lipopolysaccharide biosynthesis PAO1	Propanoate metabolism PAO1	1	260.0
Dipeptide transport system	Tryptophan metabolism PAO1	1	201.0
Leucine degradation, leucine => acetoacetate + acetyl-CoA	Ribosome PAO1	1	150.0
NitT/TauT family transport system	Peptidoglycan biosynthesis PAO1	1	280.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	193.0
Quorum sensing PAO1	Urea transport system	1	230.0
Biotin metabolism PAO1	Ribosome, bacteria	1	251.0
Citrate cycle (TCA cycle) PAO1	Zinc transport system	1	8.0
Bacterial secretion system PAO1	Urea transport system	1	117.0
Putative polar amino acid transport system	Type III secretion system	1	119.0
Purine metabolism PAO1	beta-Lactam resistance PAO1	1	68.0
Nitrogen metabolism PAO1	Tyrosine metabolism PAO1	1	82.0
Lipopolysaccharide biosynthesis PAO1	Tetrahydrofolate biosynthesis, GTP => THF	1	176.0
Ribosome PAO1	Zinc transport system	1	8.0
Citrate cycle (TCA cycle, Krebs cycle)	Iron(III) transport system	1	8.0
Cytochrome c oxidase, cbb3-type	Glutamate/aspartate transport system	1	181.0
Propanoate metabolism PAO1	Styrene degradation PAO1	1	201.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Citrate cycle (TCA cycle, Krebs cycle)	1	8.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Cytochrome c oxidase, cbb3-type	1	291.0
Folate biosynthesis PAO1	Pyrimidine metabolism PAO1	1	1.0
Arginine and proline metabolism PAO1	RNA degradation PAO1	1	245.0
Biotin metabolism PAO1	Glutamate/aspartate transport system	1	157.0
Nitrogen metabolism PAO1	RNA degradation PAO1	1	82.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Purine metabolism PAO1	1	21.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Glycine, serine and threonine metabolism PAO1	1	297.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Porphyrin and chlorophyll metabolism PAO1	1	282.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Iron complex transport system	1	8.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	RNA degradation PAO1	1	8.0
Macrolide resistance, MacAB-TolC transporter	Valine, leucine and isoleucine degradation PAO1	1	38.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Cyanoamino acid metabolism PAO1	1	163.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Type VI secretion system	1	291.0
Fatty acid metabolism PAO1	beta-Lactam resistance PAO1	1	292.0
Alanine, aspartate and glutamate metabolism PAO1	Sulfur metabolism PAO1	1	84.0
Methane metabolism PAO1	Nitrogen metabolism PAO1	1	152.0
D-Methionine transport system	Pentose phosphate pathway PAO1	1	299.0
Pyrimidine metabolism PAO1	Zinc transport system	1	8.0
Bacterial secretion system PAO1	Phosphonate and phosphinate metabolism PAO1	1	214.0
Fatty acid biosynthesis PAO1	Terpenoid backbone biosynthesis PAO1	1	1.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Cytochrome c oxidase, cbb3-type	1	82.0
Bacterial chemotaxis PAO1	Tyrosine metabolism PAO1	1	82.0
Amino sugar and nucleotide sugar metabolism PAO1	Glycine betaine/proline transport system	1	159.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Phospholipid transport system	1	130.0
Dipeptide transport system	RNA degradation PAO1	1	82.0
Glutamate/aspartate transport system	Ribosome PAO1	1	150.0
Denitrification, nitrate => nitrogen	Pentose phosphate pathway PAO1	1	119.0
Cyanoamino acid metabolism PAO1	Flagellar assembly PAO1	1	241.0
Ribosome, bacteria	beta-Lactam resistance PAO1	1	273.0
2-Oxocarboxylic acid metabolism PAO1	Type III secretion system	1	278.0
Cytochrome c oxidase, cbb3-type	Fatty acid metabolism PAO1	1	292.0
Fatty acid biosynthesis PAO1	Mismatch repair PAO1	1	150.0
Glutamate/aspartate transport system	Methane metabolism PAO1	1	252.0
Aminobenzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	227.0
Iron complex transport system	Pyrimidine metabolism PAO1	1	8.0
Hemophore/metalloprotease transport system	Phenylalanine metabolism PAO1	1	225.0
Nitrogen metabolism PAO1	Sulfur relay system PAO1	1	64.0
Bacterial chemotaxis PAO1	Glycolysis / Gluconeogenesis PAO1	1	41.0
Glutamate/aspartate transport system	Mismatch repair PAO1	1	150.0
Imipenem resistance, repression of porin OprD	Iron(III) transport system	1	84.0
Glycolysis / Gluconeogenesis PAO1	Multidrug resistance, efflux pump TriABC-TolC	1	20.0
C5-Branched dibasic acid metabolism PAO1	Cytochrome c oxidase, cbb3-type	1	292.0
Branched-chain amino acid transport system	Glutamate/aspartate transport system	1	296.0
Cysteine and methionine metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	247.0
Arginine/ornithine transport system	RNA degradation PAO1	1	245.0
Butanoate metabolism PAO1	Ribosome, bacteria	1	219.0
Degradation of aromatic compounds PAO1	Ribosome PAO1	1	130.0
Biotin metabolism PAO1	Putative polar amino acid transport system	1	299.0
Citrate cycle (TCA cycle) PAO1	Iron(III) transport system	1	8.0
Putative polar amino acid transport system	Pyruvate metabolism PAO1	1	173.0
RNA degradation PAO1	Tyrosine metabolism PAO1	1	82.0
Propanoate metabolism PAO1	Putrescine transport system	1	128.0
Flagellar assembly PAO1	Lysine degradation PAO1	1	232.0
Starch and sucrose metabolism PAO1	Type VI secretion system	1	170.0
Fructose and mannose metabolism PAO1	Phenylalanine metabolism PAO1	1	252.0
Bacterial secretion system PAO1	Spermidine/putrescine transport system	1	117.0
Type VI secretion system	Vanadium resistance, efflux pump MexGHI-OpmD	1	7.0
Hemophore/metalloprotease transport system	Propanoate metabolism PAO1	1	175.0
Benzoate degradation PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	261.0
Fatty acid biosynthesis, elongation	Putative polar amino acid transport system	1	177.0
F-type ATPase, prokaryotes and chloroplasts	Ribosome, bacteria	1	285.0
Arginine and proline metabolism PAO1	Type VI secretion system	1	152.0
Degradation of aromatic compounds PAO1	Methane metabolism PAO1	1	261.0
Phenazine biosynthesis PAO1	Propanoate metabolism PAO1	1	149.0
Tryptophan metabolism PAO1	Type II general secretion pathway	1	163.0
Glycine, serine and threonine metabolism PAO1	Riboflavin metabolism PAO1	1	297.0
Bacterial chemotaxis PAO1	Pyrimidine metabolism PAO1	1	294.0
Glycolysis / Gluconeogenesis PAO1	Streptomycin biosynthesis PAO1	1	270.0
Benzoate degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	227.0
Bacterial chemotaxis PAO1	Multidrug resistance, efflux pump MexPQ-OpmE	1	269.0
Peptidoglycan biosynthesis PAO1	Phenylalanine metabolism PAO1	1	258.0
Degradation of aromatic compounds PAO1	Quorum sensing PAO1	1	261.0
Glyoxylate and dicarboxylate metabolism PAO1	Nitrogen metabolism PAO1	1	201.0
One carbon pool by folate PAO1	Tyrosine metabolism PAO1	1	224.0
Oxidative phosphorylation PAO1	Thiamine metabolism PAO1	1	0.0
Macrolide resistance, MacAB-TolC transporter	Ribosome, bacteria	1	8.0
2-Oxocarboxylic acid metabolism PAO1	Thiamine metabolism PAO1	1	0.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Phosphonate and phosphinate metabolism PAO1	1	112.0
Arginine and proline metabolism PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	128.0
Alanine, aspartate and glutamate metabolism PAO1	RNA degradation PAO1	1	245.0
Cyanoamino acid metabolism PAO1	Pyruvate metabolism PAO1	1	179.0
Folate biosynthesis PAO1	Phosphate transport system	1	63.0
Bacterial chemotaxis PAO1	Glycine betaine/proline transport system	1	162.0
