feature	pathway	gene_signature_definition
65	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
66	Iron(III) transport system	PA4688
66	Porphyrin and chlorophyll metabolism PAO1	PA2905
66	Putative sorbitol/mannitol transport system	PA3187
66	Base excision repair PAO1	PA0750
66	Valine, leucine and isoleucine degradation PAO1	PA1997;PA2013;PA2247;PA2014;PA2000
66	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
66	Ribosome PAO1	PA4256;PA4244;PA4257
66	Bacterial chemotaxis PAO1	PA0173;PA4954
66	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
66	Alanine, aspartate and glutamate metabolism PAO1	PA5429;PA5522;PA5508
66	Butanoate metabolism PAO1	PA2011
66	Vancomycin resistance PAO1	PA4201
66	Quorum sensing PAO1	PA0604;PA0275;PA0609
66	Purine metabolism PAO1	PA4269
66	Hemophore/metalloprotease transport system	PA1248
66	Glutathione metabolism PAO1	PA2826
66	Phosphonate transport system	PA3315
66	Phenylalanine metabolism PAO1	PA0865
66	Oxidative phosphorylation PAO1	PA1581;PA5560;PA1582;PA4430;PA1584;PA2644;PA5554
66	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA0920
66	Sulfur metabolism PAO1	PA0518
67	Urea transport system	PA4859
67	Type III secretion system	PA1724
67	Porphyrin and chlorophyll metabolism PAO1	PA1923
67	Valine, leucine and isoleucine degradation PAO1	PA3569
67	Tyrosine metabolism PAO1	PA3629;PA0421
67	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
67	Cysteine and methionine metabolism PAO1	PA3004
67	Putative ABC transport system	PA4065;PA4064
67	Purine metabolism PAO1	PA1140
67	Hemophore/metalloprotease transport system	PA3405;PA3406
67	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4224
67	NADH:quinone oxidoreductase, prokaryotes	PA2649
67	Pyrimidine metabolism PAO1	PA5541
67	2-Oxocarboxylic acid metabolism PAO1	PA0662;PA1562
67	Iron complex transport system	PA4158;PA4161
67	Putative sorbitol/mannitol transport system	PA3187
68	Pyruvate metabolism PAO1	PA0887
68	Type II general secretion pathway	PA3105
68	RNA degradation PAO1	PA4385;PA4740;PA2976;PA4761
68	Ribosome PAO1	PA4260;PA4242;PA4568;PA4246;PA3162;PA4258;PA4259;PA5316;PA4251;PA4272;PA4240;PA3745;PA4254;PA4273;PA4267;PA2742;PA4935;PA4248
68	Monobactam biosynthesis PAO1	PA2412
68	Histidine metabolism PAO1	PA3151
68	Glyoxylate and dicarboxylate metabolism PAO1	PA2147
68	Glycerophospholipid metabolism PAO1	PA2155;PA4351
68	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2164;PA2162
68	Ribosome, bacteria	PA4264;PA4433;PA4257;PA4256;PA4563;PA4249;PA4253;PA4255;PA4268;PA4261;PA4274;PA4263;PA4241;PA4262;PA4247
68	Quorum sensing PAO1	PA3361
68	Pyrimidine metabolism PAO1	PA4269
68	Citrate cycle (TCA cycle) PAO1	PA4640;PA5445;PA1582
68	Oxidative phosphorylation PAO1	PA1555;PA1556
68	2-Oxocarboxylic acid metabolism PAO1	PA2413
68	Methane metabolism PAO1	PA5421
68	Citrate cycle (TCA cycle, Krebs cycle)	PA1581;PA2624;PA1580
69	Lysine biosynthesis PAO1	PA4188
69	Arginine and proline metabolism PAO1	PA4189;PA3366;PA4163;PA0293
69	Sulfate-sulfur assimilation	PA4130
69	Valine, leucine and isoleucine degradation PAO1	PA3569
69	Tyrosine metabolism PAO1	PA4127;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
69	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA4846
69	Ribosome PAO1	PA3600
69	Propanoate metabolism PAO1	PA0494;PA3570
69	Glycerophospholipid metabolism PAO1	PA3025
69	Bacterial secretion system PAO1	PA1695;PA1719
69	Zinc transport system	PA5501
69	Valine, leucine and isoleucine biosynthesis PAO1	PA3121;PA3120
69	Caprolactam degradation PAO1	PA1525
69	Quorum sensing PAO1	PA0605;PA3364;PA0603;PA0606
69	Aminoacyl-tRNA biosynthesis, prokaryotes	PA4138
69	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3557
69	Oxidative phosphorylation PAO1	PA0106;PA4133
69	2-Oxocarboxylic acid metabolism PAO1	PA4180
69	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555
69	Iron complex transport system	PA4158
70	Pentose phosphate pathway PAO1	PA3181;PA3194;PA2323;PA3182;PA2321;PA3183
70	Cysteine biosynthesis, serine => cysteine	PA2105
70	Arginine and proline metabolism PAO1	PA1268
70	Putative sorbitol/mannitol transport system	PA3187
70	Valine, leucine and isoleucine degradation PAO1	PA0130;PA2014
70	Tyrosine metabolism PAO1	PA2009
70	Dipeptide transport system	PA4503
70	Ribosome PAO1	PA3601;PA3600
70	Bacterial chemotaxis PAO1	PA0173
70	Glyoxylate and dicarboxylate metabolism PAO1	PA5508
70	Thiamine metabolism PAO1	PA4973
70	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
70	Putative ABC transport system	PA4064
70	Spermidine/putrescine transport system	PA3608
70	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4224
70	ABC-2 type transport system	PA2811
70	Pyrimidine metabolism PAO1	PA5541
70	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
70	Glycolysis / Gluconeogenesis PAO1	PA3195
71	One carbon pool by folate PAO1	PA0430
71	Nicotinate and nicotinamide metabolism PAO1	PA3088;PA4524
71	Porphyrin and chlorophyll metabolism PAO1	PA4088
71	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	PA2516
71	Glycine, serine and threonine metabolism PAO1	PA2445;PA2444
71	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA4846
71	Tetrahydrofolate biosynthesis, GTP => THF	PA4750;PA3438
71	Butanoate metabolism PAO1	PA4153
71	Quorum sensing PAO1	PA4911
71	Phosphonate transport system	PA3382
71	Sulfur relay system PAO1	PA2608
71	Citrate cycle (TCA cycle) PAO1	PA4152
72	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
72	Type III secretion system	PA1701
72	Porphyrin and chlorophyll metabolism PAO1	PA3531
72	beta-Lactam resistance PAO1	PA3719
72	Ribosome PAO1	PA3600
72	Glycerophospholipid metabolism PAO1	PA2969
72	Peptidoglycan biosynthesis PAO1	PA1959
72	Cysteine and methionine metabolism PAO1	PA5025
72	Histidine metabolism PAO1	PA3151;PA4939;PA3152
72	Fatty acid biosynthesis, elongation	PA3333
72	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3148;PA3155;PA3158;PA3559
72	Quorum sensing PAO1	PA1130;PA1432;PA4207
72	Hemophore/metalloprotease transport system	PA1247;PA1246
72	NADH:quinone oxidoreductase, prokaryotes	PA2648
72	Pyrimidine metabolism PAO1	PA5541
72	Citrate cycle (TCA cycle) PAO1	PA4470
72	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249;PA5538
72	Putrescine transport system	PA2592
72	Glycolysis / Gluconeogenesis PAO1	PA3629
72	Taurine and hypotaurine metabolism PAO1	PA0164
72	Base excision repair PAO1	PA0357
73	Cytochrome c oxidase, cbb3-type	PA1557
73	Multidrug resistance, efflux pump MexPQ-OpmE	PA4778
73	Arginine biosynthesis PAO1	PA5171;PA5172
73	Nicotinate and nicotinamide metabolism PAO1	PA0143;PA0195
73	Sulfate-sulfur assimilation	PA4130
73	Glycine, serine and threonine metabolism PAO1	PA2413
73	Monobactam biosynthesis PAO1	PA2412
73	Type VI secretion system	PA1656;PA1661;PA1657;PA1658
73	Histidine metabolism PAO1	PA3151
73	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
73	Tryptophan metabolism PAO1	PA2080
73	Glycerophospholipid metabolism PAO1	PA3584
73	Multidrug resistance, efflux pump TriABC-TolC	PA0157;PA0158
73	Zinc transport system	PA2408
73	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA3724;PA0998;PA1000;PA1001;PA1432;PA2587;PA4211;PA1003;PA0996
73	Hemophore/metalloprotease transport system	PA1247;PA1246
73	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555;PA1249
73	Cyanoamino acid metabolism PAO1	PA2193
73	Putrescine transport system	PA2592
74	Arginine and proline metabolism PAO1	PA4773
74	Ribosome PAO1	PA3600
74	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
74	Bacterial chemotaxis PAO1	PA1561
74	Glyoxylate and dicarboxylate metabolism PAO1	PA2446;PA5353;PA5508
74	Thiamine metabolism PAO1	PA4973
74	Glycerophospholipid metabolism PAO1	PA5310
74	Peptidoglycan biosynthesis PAO1	PA4011
74	gamma-Hexachlorocyclohexane transport system	PA4454
74	Bacterial secretion system PAO1	PA0085;PA1693
74	Alanine, aspartate and glutamate metabolism PAO1	PA5429
74	Butanoate metabolism PAO1	PA5445
74	Zinc transport system	PA2408
74	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
74	Ribosome, bacteria	PA3601
74	Putative ABC transport system	PA4065;PA4064
74	Quorum sensing PAO1	PA3361;PA4776
74	Glutathione metabolism PAO1	PA2813;PA4774;PA1890
74	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
74	ABC-2 type transport system	PA2812;PA2811
74	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3555;PA3552;PA3558;PA3556;PA1180
74	Pyrimidine metabolism PAO1	PA5541
74	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3553;PA3557
74	Base excision repair PAO1	PA4010
75	Degradation of aromatic compounds PAO1	PA4125;PA4123
75	Tyrosine metabolism PAO1	PA4124
75	beta-Lactam resistance PAO1	PA0958
75	Quorum sensing PAO1	PA3476;PA1001;PA3478
75	Glutathione metabolism PAO1	PA2813
75	ABC-2 type transport system	PA2812;PA2811
75	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4121;PA4122
75	Histidine degradation, histidine => N-formiminoglutamate => glutamate	PA5098
76	Pyruvate metabolism PAO1	PA0494;PA5445;PA4771
76	Lysine biosynthesis PAO1	PA4759
76	Nicotinate and nicotinamide metabolism PAO1	PA1602
76	Glycine, serine and threonine metabolism PAO1	PA5372;PA5379;PA2446;PA5419;PA2445;PA2442;PA2444;PA2443;PA5417;PA5418
76	RNA degradation PAO1	PA4761;PA4385
76	Ribosome PAO1	PA3601;PA3600
76	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
76	Bacterial chemotaxis PAO1	PA1646
76	Glyoxylate and dicarboxylate metabolism PAO1	PA5420;PA5508
76	Thiamine metabolism PAO1	PA4973
76	Glycerophospholipid metabolism PAO1	PA3584
76	Cysteine and methionine metabolism PAO1	PA3170
76	Histidine metabolism PAO1	PA5100;PA5106
76	Glycine betaine/proline transport system	PA5376;PA3236
76	Putative ABC transport system	PA4065
76	Putative polar amino acid transport system	PA4193
76	Purine metabolism PAO1	PA1518;PA4969
76	Pyrimidine metabolism PAO1	PA5541;PA0849
76	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538;PA1180
76	Sulfur metabolism PAO1	PA3442;PA3937;PA3447;PA3443;PA3444;PA3936;PA3938
76	Glycerolipid metabolism PAO1	PA3582
76	Base excision repair PAO1	PA4010
77	Arginine biosynthesis PAO1	PA5171;PA5172
77	Thiamine metabolism PAO1	PA4973
77	Porphyrin and chlorophyll metabolism PAO1	PA0510
77	Glycolysis / Gluconeogenesis PAO1	PA5427
77	Bacterial chemotaxis PAO1	PA1561
77	Type VI secretion system	PA1657;PA1656;PA1662
77	Vitamin B6 metabolism PAO1	PA1049
77	Glycerophospholipid metabolism PAO1	PA4351
77	Purine metabolism PAO1	PA5497;PA1920
77	Nitrogen metabolism PAO1	PA5173;PA3877;PA0524;PA0519;PA0523
77	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4230
77	ABC-2 type transport system	PA5230
77	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1556;PA3929;PA3930
77	Lipopolysaccharide biosynthesis PAO1	PA3337
77	Methane metabolism PAO1	PA0836
77	Putative spermidine/putrescine transport system	PA0295
77	Sulfur metabolism PAO1	PA0518
77	Cyanoamino acid metabolism PAO1	PA2194;PA2193
78	Pyruvate metabolism PAO1	PA3416;PA3417;PA1135
78	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
78	Valine, leucine and isoleucine degradation PAO1	PA2247;PA3418;PA2248
78	Tyrosine metabolism PAO1	PA2008;PA2009
78	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
78	Bacterial chemotaxis PAO1	PA0180;PA1930;PA0177;PA0178;PA0179;PA2573;PA0175;PA0176
78	Type VI secretion system	PA2366;PA2367
78	Fatty acid degradation PAO1	PA2815
78	Glyoxylate and dicarboxylate metabolism PAO1	PA2553;PA4236;PA2250;PA2445;PA1562;PA5355
78	Glycerophospholipid metabolism PAO1	PA3603
78	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
78	Cysteine and methionine metabolism PAO1	PA4773;PA4774
78	Flagellar assembly PAO1	PA1094;PA1092
78	Butanoate metabolism PAO1	PA5058
78	Phenazine biosynthesis PAO1	PA4217
78	Amino sugar and nucleotide sugar metabolism PAO1	PA3540
78	Putative polar amino acid transport system	PA4027
78	Quorum sensing PAO1	PA1871;PA1901;PA4206;PA1905;PA1902;PA1904;PA1903;PA4211;PA1432;PA4207
78	Nitrogen metabolism PAO1	PA1174;PA1173
78	Phenylalanine metabolism PAO1	PA5304
78	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3552
78	Oxidative phosphorylation PAO1	PA1556;PA1856
78	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3556
78	Sulfur metabolism PAO1	PA4130
78	Glycolysis / Gluconeogenesis PAO1	PA5427
79	Pyruvate metabolism PAO1	PA1984;PA4771;PA4733
79	Thiamine metabolism PAO1	PA4973
79	Degradation of aromatic compounds PAO1	PA4122
79	Valine, leucine and isoleucine degradation PAO1	PA2013;PA3569;PA2014;PA2012
79	Tyrosine metabolism PAO1	PA4121
79	Bacterial chemotaxis PAO1	PA4502
79	Type VI secretion system	PA0083;PA0091;PA2685;PA0082;PA0095;PA0077;PA0088;PA0079;PA0084;PA0085;PA0078;PA0080;PA0090;PA0089;PA0087
79	Glycerophospholipid metabolism PAO1	PA3584;PA2536
79	Bacterial secretion system PAO1	PA0074;PA0081;PA0075
79	Alanine, aspartate and glutamate metabolism PAO1	PA0782;PA5508
79	Glutamate/aspartate transport system	PA1341;PA1342;PA1340
79	Amino sugar and nucleotide sugar metabolism PAO1	PA5453;PA5452
79	Valine, leucine and isoleucine biosynthesis PAO1	PA1326
79	Putative ABC transport system	PA0073;PA0072
79	Quorum sensing PAO1	PA1072;PA3300;PA1073;PA1070
79	Nitrogen metabolism PAO1	PA3875
79	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
79	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4123
79	Oxidative phosphorylation PAO1	PA0106;PA0105;PA0107
79	Glycerolipid metabolism PAO1	PA3579;PA2862;PA3582
79	Glycolysis / Gluconeogenesis PAO1	PA2323
79	Taurine and hypotaurine metabolism PAO1	PA1338
79	Putative sorbitol/mannitol transport system	PA3187
80	Thiamine metabolism PAO1	PA4051
80	Dipeptide transport system	PA4500
80	Histidine metabolism PAO1	PA3151
80	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
80	Bacterial secretion system PAO1	PA3486
80	Flagellar assembly PAO1	PA3350;PA1095;PA1094;PA1092;PA1087
80	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
80	Putative polar amino acid transport system	PA4195;PA4194;PA4193;PA4192
80	Quorum sensing PAO1	PA3476;PA3361
80	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
80	Tryptophan metabolism PAO1	PA4163
80	Cyanoamino acid metabolism PAO1	PA2193
81	Ornithine biosynthesis, glutamate => ornithine	PA0662
81	Cysteine and methionine metabolism PAO1	PA3004
81	Biosynthesis of unsaturated fatty acids PAO1	PA4089
81	Folate biosynthesis PAO1	PA3914;PA3028
81	Putative polar amino acid transport system	PA4193;PA4192
81	Spermidine/putrescine transport system	PA0325
81	Quorum sensing PAO1	PA0222
81	Nitrogen metabolism PAO1	PA0523;PA0524;PA3392;PA3875;PA3877;PA3876;PA3874;PA3872
81	ABC-2 type transport system	PA4038;PA4037;PA2811
81	Phenylalanine metabolism PAO1	PA4980
81	Sulfur metabolism PAO1	PA3936;PA2596;PA3443;PA3449;PA3935
82	Pyruvate metabolism PAO1	PA4470;PA5435
82	Iron(III) transport system	PA4688
82	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
82	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446
82	Denitrification, nitrate => nitrogen	PA0523
82	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA2531
82	Monobactam biosynthesis PAO1	PA2412
82	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
82	Glyoxylate and dicarboxylate metabolism PAO1	PA3181;PA2444
82	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4207
82	D-Methionine transport system	PA3931
82	Zinc transport system	PA2409;PA2408;PA2407
82	Amino sugar and nucleotide sugar metabolism PAO1	PA3148
82	Putative polar amino acid transport system	PA4194;PA4193;PA4192
82	Nitrogen metabolism PAO1	PA0524
82	Oxidative phosphorylation PAO1	PA2691;PA1856
82	Sulfur metabolism PAO1	PA3937;PA3446;PA3443;PA0281;PA3444;PA2310
83	Pyruvate metabolism PAO1	PA1984
83	Fatty acid metabolism PAO1	PA3333
83	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
83	Denitrification, nitrate => nitrogen	PA1174
83	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA2531
83	Monobactam biosynthesis PAO1	PA2412
83	Benzoate degradation PAO1	PA0228
83	Glyoxylate and dicarboxylate metabolism PAO1	PA4812
83	Zinc transport system	PA2409;PA2408;PA2407
83	Nitrogen metabolism PAO1	PA1173
83	Citrate cycle (TCA cycle) PAO1	PA1787;PA4470
83	Oxidative phosphorylation PAO1	PA4430
83	2-Oxocarboxylic acid metabolism PAO1	PA2413
83	Citrate cycle (TCA cycle, Krebs cycle)	PA4333;PA1562
83	Iron complex transport system	PA4708;PA4706
84	Pyruvate metabolism PAO1	PA5436;PA3417;PA0887;PA5297;PA1984;PA5445
84	Glycine, serine and threonine metabolism PAO1	PA5379;PA5416
84	Type II general secretion pathway	PA0686;PA0678
84	Bacterial chemotaxis PAO1	PA4290
84	Propanoate metabolism PAO1	PA3568
84	Phosphate transport system	PA5369
84	Phosphonate and phosphinate metabolism PAO1	PA3378;PA3380;PA3377
84	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3910;PA2513
84	Glyoxylate and dicarboxylate metabolism PAO1	PA5420;PA2634
84	Alanine, aspartate and glutamate metabolism PAO1	PA4758
84	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
84	Quorum sensing PAO1	PA3319;PA4909
84	Purine metabolism PAO1	PA0387;PA3217
84	Phosphonate transport system	PA3382;PA3383;PA3384;PA3316
84	Chloroalkane and chloroalkene degradation PAO1	PA5421
84	Glycolysis / Gluconeogenesis PAO1	PA1982;PA3195
85	One carbon pool by folate PAO1	PA0350
85	Arginine biosynthesis PAO1	PA5172;PA5173;PA2828;PA5508
85	Biotin metabolism PAO1	PA0501
85	Glycine, serine and threonine metabolism PAO1	PA5131
85	Base excision repair PAO1	PA2545
85	Cytochrome c oxidase, cbb3-type	PA1555;PA1554;PA1556
85	beta-Lactam resistance PAO1	PA2019;PA2018
85	Ribosome PAO1	PA3600
85	Type VI secretion system	PA1660;PA1657;PA1659
85	Sec (secretion) system	PA3821
85	Mismatch repair PAO1	PA4042
85	Vanadium resistance, efflux pump MexGHI-OpmD	PA4208
85	Vancomycin resistance PAO1	PA5302
85	Folate biosynthesis PAO1	PA3030
85	Quorum sensing PAO1	PA1905;PA1904;PA1903;PA4207;PA3478;PA3479
85	Purine metabolism PAO1	PA0945;PA0944
85	Phospholipid transport system	PA4455
85	Phenylalanine metabolism PAO1	PA0421;PA5304
85	Lipopolysaccharide biosynthesis PAO1	PA3643
85	Pantothenate and CoA biosynthesis PAO1	PA4730;PA4729;PA0363
85	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3310
85	Terpenoid backbone biosynthesis PAO1	PA4569
86	Degradation of aromatic compounds PAO1	PA4123
86	Porphyrin and chlorophyll metabolism PAO1	PA1923
86	Glycine, serine and threonine metabolism PAO1	PA2445;PA2442;PA2444
86	Tyrosine metabolism PAO1	PA4122
86	Bacterial chemotaxis PAO1	PA4290
86	Putative ABC transport system	PA4065;PA4064
86	Quorum sensing PAO1	PA0999;PA3476;PA0997;PA0998;PA1000;PA1001;PA0996
86	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4121
86	Pyrimidine metabolism PAO1	PA5541
86	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
86	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1717;PA1690;PA1697;PA1695;PA1725;PA1723;PA1724;PA1694;PA1716;PA1696;PA1693;PA1692;PA1703
87	beta-Oxidation	PA3013
87	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
87	Glycine, serine and threonine metabolism PAO1	PA2413
87	Denitrification, nitrate => nitrogen	PA0523
87	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
87	Ribosome PAO1	PA4264;PA4568;PA3600
87	Monobactam biosynthesis PAO1	PA2412
87	Alanine, aspartate and glutamate metabolism PAO1	PA5429
87	Styrene degradation PAO1	PA3366
87	Ribosome, bacteria	PA4263
87	Putative polar amino acid transport system	PA4193
87	Quorum sensing PAO1	PA2570
87	Nitrogen metabolism PAO1	PA3392;PA0519;PA0524
87	Citrate cycle (TCA cycle) PAO1	PA4470
87	Oxidative phosphorylation PAO1	PA2691;PA1856
87	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
87	Sulfur metabolism PAO1	PA0518
88	Fatty acid metabolism PAO1	PA0098
88	Nicotinate and nicotinamide metabolism PAO1	PA1602
88	Geraniol degradation PAO1	PA2891
88	Porphyrin and chlorophyll metabolism PAO1	PA2903
88	Histidine degradation, histidine => N-formiminoglutamate => glutamate	PA5098
88	Valine, leucine and isoleucine degradation PAO1	PA3569
88	Arginine and proline metabolism PAO1	PA1421;PA0782
88	beta-Lactam resistance PAO1	PA3719
88	Fructose and mannose metabolism PAO1	PA3562
88	Type VI secretion system	PA0084
88	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA2444;PA5508
88	Cysteine and methionine metabolism PAO1	PA1927
88	Glycine, serine and threonine metabolism PAO1	PA2445;PA2443;PA2442;PA2446
88	Amino sugar and nucleotide sugar metabolism PAO1	PA2232
88	Putative polar amino acid transport system	PA4193
88	Phenylalanine metabolism PAO1	PA5304
88	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3552;PA1180
88	Bacterial secretion system PAO1	PA2685;PA1701;PA0085;PA0078;PA0080;PA0074
88	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179
89	Pentose and glucuronate interconversions PAO1	PA2217
89	Lysine biosynthesis PAO1	PA3666
89	Urea transport system	PA4861
89	Nicotinate and nicotinamide metabolism PAO1	PA3088
89	Sulfate-sulfur assimilation	PA0281
89	Type II general secretion pathway	PA0686
89	Nucleotide excision repair PAO1	PA4234
89	Benzoate degradation PAO1	PA2518
89	Mismatch repair PAO1	PA3232
89	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5357
89	Glycerophospholipid metabolism PAO1	PA2584
89	Cysteine and methionine metabolism PAO1	PA3004;PA0432
89	gamma-Hexachlorocyclohexane transport system	PA4454
89	Flagellar assembly PAO1	PA3526
89	Histidine metabolism PAO1	PA5140
89	Imipenem resistance, repression of porin OprD	PA4885;PA0958
89	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
89	Ribosome, bacteria	PA4671
89	Caprolactam degradation PAO1	PA1631
89	Lipopolysaccharide biosynthesis PAO1	PA5012
89	Putative spermidine/putrescine transport system	PA0222
89	Pantothenate and CoA biosynthesis PAO1	PA1598
89	Glycolysis / Gluconeogenesis PAO1	PA1982;PA1984
90	Pyruvate metabolism PAO1	PA3792;PA4152;PA2555
90	Iron(III) transport system	PA4688
90	Thiamine metabolism PAO1	PA4973;PA2062
90	Sec (secretion) system	PA3820
90	Porphyrin and chlorophyll metabolism PAO1	PA3531
90	Glycine, serine and threonine metabolism PAO1	PA5416;PA5419;PA3117;PA5417;PA0316
90	Valine, leucine and isoleucine degradation PAO1	PA2553;PA2013;PA2011;PA2014;PA2000;PA4899;PA1999;PA2012;PA3569;PA3570
90	NitT/TauT family transport system	PA2599
90	Ribosome PAO1	PA4251
90	Dissimilatory nitrate reduction, nitrate => ammonia	PA1174
90	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
90	Benzoate degradation PAO1	PA2507;PA0232;PA0231;PA0228;PA2509;PA0230;PA2508;PA0447
90	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
90	Glyoxylate and dicarboxylate metabolism PAO1	PA5420
90	Selenocompound metabolism PAO1	PA1927
90	D-Methionine transport system	PA3931;PA5504
90	Butanoate metabolism PAO1	PA4695;PA0226;PA0227
90	Glutamate/aspartate transport system	PA1341
90	Glycine betaine/proline transport system	PA3236
90	Putative polar amino acid transport system	PA2204
90	Quorum sensing PAO1	PA3364
90	Purine metabolism PAO1	PA4969
90	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4224
90	2-Oxocarboxylic acid metabolism PAO1	PA4694
90	Methane metabolism PAO1	PA5421
90	Sulfur metabolism PAO1	PA4443;PA3445;PA3442;PA3446;PA1838;PA0280;PA0283;PA0281;PA2594;PA3444;PA2598;PA3937;PA4442
90	Glycolysis / Gluconeogenesis PAO1	PA1982
91	Phosphotransferase system (PTS) PAO1	PA4464
91	Lysine biosynthesis PAO1	PA1010
91	Pentose phosphate pathway PAO1	PA2796;PA3896
91	Porphyrin and chlorophyll metabolism PAO1	PA5243
91	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	PA5277
91	Type II general secretion pathway	PA2674
91	RNA degradation PAO1	PA4944;PA0336
91	Arginine and proline metabolism PAO1	PA4908
91	Ribosome PAO1	PA4741;PA4257;PA4671;PA2970;PA4563;PA5316;PA5570;PA4249;PA4255;PA4245;PA2741;PA4273;PA4239;PA4262;PA4248
91	Bacterial chemotaxis PAO1	PA3348
91	Aminoglycoside resistance, protease FtsH	PA4751
91	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA4089
91	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
91	Streptomycin biosynthesis PAO1	PA5161
91	Ribosome, bacteria	PA4433;PA3162;PA0579;PA4258;PA4252;PA4272;PA3656;PA4244;PA4254;PA4242;PA4241;PA4247
91	Purine metabolism PAO1	PA4865;PA0002
91	Sulfur relay system PAO1	PA1505;PA3814
91	Pyrimidine metabolism PAO1	PA2616;PA5337
91	Citrate cycle (TCA cycle) PAO1	PA1580
91	Oxidative phosphorylation PAO1	PA1581;PA2638;PA1583;PA5242;PA1582;PA1552;PA1584
